total_formulas_original,total_classes_original,single_formula_classes_original,multi_formula_classes_original,equivalence_class_time_original,containment_analysis_time_original,total_time_original,original_formula_count_original,optimized_formula_count_original,reduction_percentage_original,benchmark_name,method_original,total_formulas_enhanced,total_classes_enhanced,single_formula_classes_enhanced,multi_formula_classes_enhanced,equivalence_class_time_enhanced,containment_analysis_time_enhanced,total_time_enhanced,original_formula_count_enhanced,optimized_formula_count_enhanced,reduction_percentage_enhanced,preprocessing_time,formulas_simplified,simplification_reduction,subformula_extraction_time,total_subformulas,unique_subformulas,avg_subformulas_per_formula,lattice_construction_time,lattice_nodes,lattice_edges,lattice_levels,refinement_analysis_time,cross_formula_refinements,syntactic_refinements,subformula_coverage_reduction,syntactic_optimization_benefit,method_enhanced
2.0,1.0,0.0,1.0,0.0005443096160888,0.0003359317779541,0.0010232925415039,2.0,2.0,0.0,extinction.2_000,original,2.0,1.0,0.0,1.0,0.0005699396133422,0.0002442598342895,0.002697467803955,2.0,2.0,0.0,0.0003159046173095,2.0,25.53191489361702,0.0002164840698242,5.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0001697540283203,1.0,1.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.004284381866455,0.0017931461334228,0.0062325000762939,6.0,3.0,50.0,mcs.4_000,original,6.0,1.0,0.0,1.0,0.0040366411209106,0.0017299890518188,0.008868932723999,6.0,3.0,50.0,0.0008277893066406,6.0,29.57393483709273,0.000577688217163,51.0,34.0,8.5,0.0,0.0,0.0,0.0,0.0002381801605224,28.0,2.0,50.98039215686274,0.9803921568627416,enhanced
6.0,1.0,0.0,1.0,0.0040593147277832,0.0017640590667724,0.0060148239135742,6.0,3.0,50.0,fischer.2_000,original,6.0,1.0,0.0,1.0,0.0035967111587524,0.0015414476394653,0.0076184272766113,6.0,3.0,50.0,0.0006494522094726,6.0,35.37906137184115,0.0004265308380126,37.0,24.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0001976490020751,24.0,2.0,45.94594594594595,0.0,enhanced
9.0,1.0,0.0,1.0,0.0042052268981933,0.003779649734497,0.0081779956817626,9.0,3.0,66.66666666666666,bakery.2_000,original,9.0,1.0,0.0,1.0,0.0050521850585937,0.0021652221679687,0.0089011192321777,9.0,3.0,66.66666666666666,0.0006916522979736,9.0,30.952380952380956,0.0005948543548583,62.0,38.0,6.888888888888889,0.0,0.0,0.0,0.0,0.0002532005310058,61.0,10.0,69.35483870967742,2.6881720430107663,enhanced
9.0,1.0,0.0,1.0,0.0081119537353515,0.0066127777099609,0.0148875713348388,9.0,3.0,66.66666666666666,peterson.3_000,original,9.0,1.0,0.0,1.0,0.0098748922348022,0.0042320966720581,0.0175714492797851,9.0,3.0,66.66666666666666,0.0009710788726806,9.0,28.830645161290324,0.0007221698760986,70.0,43.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0002868175506591,65.0,8.0,70.0,3.333333333333343,enhanced
2.0,1.0,0.0,1.0,0.0013158321380615,0.00028657913208,0.0017547607421875,2.0,2.0,0.0,leader_filters.2_000,original,2.0,1.0,0.0,1.0,0.0009983539581298,0.0004278659820556,0.0037891864776611,2.0,2.0,0.0,0.0004165172576904,2.0,17.322834645669293,0.0003213882446289,13.0,10.0,6.5,0.0,0.0,0.0,0.0,0.0002000331878662,3.0,3.0,0.0,0.0,enhanced
8.0,2.0,0.0,2.0,0.004366397857666,0.0007266998291015,0.0052688121795654,8.0,8.0,0.0,bopdp.3_000,original,8.0,2.0,0.0,2.0,0.0028129816055297,0.001205563545227,0.0058262348175048,8.0,8.0,0.0,0.0007896423339843,8.0,42.47619047619048,0.0006840229034423,68.0,48.0,8.5,0.0,0.0,0.0,0.0,0.0002007484436035,32.0,32.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0024249553680419,0.0008742809295654,0.0034687519073486,6.0,3.0,50.0,at.2_000,original,6.0,1.0,0.0,1.0,0.0019923686981201,0.0008538722991943,0.0040259361267089,6.0,3.0,50.0,0.0004408359527587,6.0,37.95918367346939,0.0004239082336425,34.0,22.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0001885890960693,23.0,2.0,47.05882352941176,0.0,enhanced
4.0,1.0,0.0,1.0,0.0024588108062744,0.0008478164672851,0.003488540649414,4.0,2.0,50.0,lann.5_000,original,4.0,1.0,0.0,1.0,0.0020576238632202,0.0008818387985229,0.0052783489227294,4.0,2.0,50.0,0.0005693435668945,4.0,23.24561403508772,0.0003800392150878,31.0,22.0,7.75,0.0,0.0,0.0,0.0,0.0001871585845947,12.0,0.0,41.935483870967744,0.0,enhanced
12.0,1.0,0.0,1.0,0.0042686462402343,0.0033762454986572,0.0078198909759521,12.0,1.0,91.66666666666666,at.5_000,original,12.0,1.0,0.0,1.0,0.0049006462097167,0.0021002769470214,0.0089781284332275,12.0,1.0,91.66666666666666,0.0007824897766113,12.0,34.6551724137931,0.0007078647613525,77.0,32.0,6.416666666666667,0.0,0.0,0.0,0.0,0.0003607273101806,128.0,18.0,83.11688311688312,0.0,enhanced
4.0,1.0,0.0,1.0,0.0025806427001953,0.0007290840148925,0.0034847259521484,4.0,4.0,0.0,brp.3_000,original,4.0,1.0,0.0,1.0,0.0020317554473876,0.0008707523345947,0.0042855739593505,4.0,4.0,0.0,0.0004725456237792,4.0,16.52173913043478,0.0003759860992431,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0001919269561767,9.0,9.0,0.0,0.0,enhanced
2.0,1.0,0.0,1.0,0.0012803077697753,0.0003759860992431,0.0018260478973388,2.0,2.0,0.0,driving_phils.5_000,original,2.0,1.0,0.0,1.0,0.0009532928466796,0.0004085540771484,0.0028254985809326,2.0,2.0,0.0,0.0003566741943359,2.0,50.0,0.000248908996582,7.0,6.0,3.5,0.0,0.0,0.0,0.0,0.0001938343048095,1.0,1.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0044760704040527,0.0019879341125488,0.0066463947296142,6.0,3.0,50.0,mcs.6_000,original,6.0,1.0,0.0,1.0,0.0042307376861572,0.0018131732940673,0.0091733932495117,6.0,3.0,50.0,0.0008535385131835,6.0,28.671328671328677,0.0005743503570556,54.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0002400875091552,29.0,2.0,50.0,0.0,enhanced
7.0,1.0,0.0,1.0,0.0034959316253662,0.0022177696228027,0.0058863162994384,7.0,4.0,42.85714285714285,anderson.7_000,original,7.0,1.0,0.0,1.0,0.0036345958709716,0.0015576839447021,0.0074656009674072,7.0,4.0,42.85714285714285,0.0010633468627929,7.0,18.91891891891892,0.000847578048706,86.0,56.0,12.285714285714286,0.0,0.0,0.0,0.0,0.0002305507659912,57.0,3.0,48.837209302325576,5.980066445182722,enhanced
306.0,1.0,0.0,1.0,2.1556296348571777,222.2598602771759,224.41583061218265,306.0,219.0,28.431372549019606,exit.3_000,original,306.0,1.0,0.0,1.0,156.87439222335814,67.2318823814392,224.24624609947205,306.0,219.0,28.431372549019606,0.0616633892059326,306.0,-15.517656426494824,0.0312721729278564,3805.0,1807.0,19.025,0.0,0.0,0.0,0.0,0.0457265377044677,56395.0,56395.0,18.41760544930574,0.0,enhanced
6.0,1.0,0.0,1.0,0.0064985752105712,0.0041055679321289,0.01080322265625,6.0,3.0,50.0,iprotocol.1_000,original,6.0,1.0,0.0,1.0,0.0062446355819702,0.0026762723922729,0.0114316940307617,6.0,3.0,50.0,0.0006773471832275,6.0,22.545454545454547,0.0004427433013916,33.0,18.0,5.5,0.0,0.0,0.0,0.0,0.0001816749572753,28.0,28.0,51.51515151515152,1.5151515151515156,enhanced
6.0,1.0,0.0,1.0,0.0055751800537109,0.0040972232818603,0.0098633766174316,6.0,3.0,50.0,iprotocol.7_000,original,6.0,1.0,0.0,1.0,0.0057618141174316,0.0024693489074707,0.0107531547546386,6.0,3.0,50.0,0.000697374343872,6.0,22.545454545454547,0.0004138946533203,33.0,18.0,5.5,0.0,0.0,0.0,0.0,0.000180959701538,28.0,28.0,51.51515151515152,1.5151515151515156,enhanced
2.0,1.0,0.0,1.0,0.0009782314300537,0.0002894401550292,0.0014214515686035,2.0,2.0,0.0,leader_filters.4_000,original,2.0,1.0,0.0,1.0,0.0007570266723632,0.0003244400024414,0.0034596920013427,2.0,2.0,0.0,0.0004467964172363,2.0,16.16766467065868,0.0003385543823242,16.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0001885890960693,4.0,4.0,0.0,0.0,enhanced
4.0,1.0,0.0,1.0,0.0026283264160156,0.0007133483886718,0.0035090446472167,4.0,4.0,0.0,brp.5_000,original,4.0,1.0,0.0,1.0,0.0021382331848144,0.0009163856506347,0.0044405460357666,4.0,4.0,0.0,0.0004410743713378,4.0,16.52173913043478,0.0003583431243896,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0001811981201171,9.0,9.0,0.0,0.0,enhanced
4.0,1.0,0.0,1.0,0.0024607181549072,0.0009183883666992,0.0035607814788818,4.0,2.0,50.0,lann.3_000,original,4.0,1.0,0.0,1.0,0.0020916700363159,0.0008964300155639,0.0051941871643066,4.0,2.0,50.0,0.0004661083221435,4.0,25.59523809523809,0.0003581047058105,25.0,18.0,6.25,0.0,0.0,0.0,0.0,0.0001752376556396,10.0,0.0,44.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0041584968566894,0.0016682147979736,0.0059807300567626,6.0,3.0,50.0,phils.1_000,original,6.0,1.0,0.0,1.0,0.0037327289581298,0.0015997409820556,0.0082101821899414,6.0,3.0,50.0,0.0006725788116455,6.0,22.073578595317723,0.000478982925415,37.0,26.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0002081394195556,22.0,22.0,45.94594594594595,0.0,enhanced
9.0,1.0,0.0,1.0,0.0042908191680908,0.0036404132843017,0.0081186294555664,9.0,3.0,66.66666666666666,anderson.1_000,original,9.0,1.0,0.0,1.0,0.0051723480224609,0.0022167205810546,0.0093381404876708,9.0,3.0,66.66666666666666,0.0007979869842529,9.0,32.82828282828283,0.0007522106170654,62.0,38.0,6.888888888888889,0.0,0.0,0.0,0.0,0.0002462863922119,61.0,7.0,69.35483870967742,2.6881720430107663,enhanced
4.0,1.0,0.0,1.0,0.0026526451110839,0.0007886886596679,0.0036063194274902,4.0,4.0,0.0,brp.2_000,original,4.0,1.0,0.0,1.0,0.0021328926086425,0.0009140968322753,0.0044226646423339,4.0,4.0,0.0,0.0004496574401855,4.0,16.52173913043478,0.0003821849822998,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0001804828643798,9.0,9.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0061326026916503,0.0041131973266601,0.0104248523712158,6.0,3.0,50.0,iprotocol.2_000,original,6.0,1.0,0.0,1.0,0.0062084197998046,0.0026607513427734,0.0114138126373291,6.0,3.0,50.0,0.0006883144378662,6.0,22.545454545454547,0.0004274845123291,33.0,18.0,5.5,0.0,0.0,0.0,0.0,0.000192642211914,28.0,28.0,51.51515151515152,1.5151515151515156,enhanced
6.0,1.0,0.0,1.0,0.0044155120849609,0.0016553401947021,0.0062313079833984,6.0,3.0,50.0,mcs.2_000,original,6.0,1.0,0.0,1.0,0.0040433168411254,0.001732850074768,0.0088558197021484,6.0,3.0,50.0,0.0008258819580078,6.0,30.62330623306233,0.0005440711975097,48.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0002446174621582,27.0,2.0,52.083333333333336,2.083333333333336,enhanced
2.0,1.0,0.0,1.0,0.0009810924530029,0.0003187656402587,0.0014591217041015,2.0,2.0,0.0,leader_filters.7_000,original,2.0,1.0,0.0,1.0,0.0008189439773559,0.0003509759902954,0.0037112236022949,2.0,2.0,0.0,0.000542402267456,2.0,14.979757085020244,0.0003819465637207,22.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0001964569091796,6.0,6.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0045185089111328,0.0017454624176025,0.0064213275909423,6.0,3.0,50.0,phils.7_000,original,6.0,1.0,0.0,1.0,0.0039889097213745,0.0017095327377319,0.009279727935791,6.0,3.0,50.0,0.0011849403381347,6.0,17.156105100463677,0.0006649494171142,64.0,44.0,10.666666666666666,0.0,0.0,0.0,0.0,0.0002648830413818,31.0,31.0,40.625,0.0,enhanced
429.0,1.0,0.0,1.0,3.794126749038696,3404.9321599006653,3408.726629018784,429.0,345.0,19.58041958041958,bridge.3_000,original,429.0,1.0,0.0,1.0,2382.215060544014,1020.9493116617202,3403.341434955597,429.0,345.0,19.58041958041958,0.0902338027954101,429.0,-20.378135983517147,0.037132978439331,4592.0,2352.0,22.96,0.0,0.0,0.0,0.0,0.0492193698883056,33036.0,33036.0,15.59233449477352,0.0,enhanced
9.0,1.0,0.0,1.0,0.0072269439697265,0.0067348480224609,0.0141160488128662,9.0,3.0,66.66666666666666,peterson.5_000,original,9.0,1.0,0.0,1.0,0.0093700408935546,0.0040157318115234,0.0170199871063232,9.0,3.0,66.66666666666666,0.0010735988616943,9.0,25.723472668810288,0.0007922649383544,78.0,48.0,8.666666666666666,0.0,0.0,0.0,0.0,0.000288963317871,69.0,8.0,70.51282051282051,3.846153846153854,enhanced
2.0,1.0,0.0,1.0,0.0009667873382568,0.000309944152832,0.0014348030090332,2.0,2.0,0.0,leader_filters.6_000,original,2.0,1.0,0.0,1.0,0.0007586956024169,0.0003251552581787,0.0035746097564697,2.0,2.0,0.0,0.000502586364746,2.0,15.458937198067632,0.0003376007080078,19.0,14.0,9.5,0.0,0.0,0.0,0.0,0.0002119541168212,5.0,5.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.003981590270996,0.0017347335815429,0.0058929920196533,6.0,3.0,50.0,lamport.6_000,original,6.0,1.0,0.0,1.0,0.0035187721252441,0.0015080451965332,0.0075101852416992,6.0,3.0,50.0,0.0006074905395507,6.0,35.63636363636364,0.0004773139953613,37.0,24.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0001947879791259,24.0,2.0,45.94594594594595,0.0,enhanced
6.0,1.0,0.0,1.0,0.0056240558624267,0.0041754245758056,0.0099780559539794,6.0,3.0,50.0,iprotocol.5_000,original,6.0,1.0,0.0,1.0,0.0058165550231933,0.0024928092956542,0.0108323097229003,6.0,3.0,50.0,0.00067138671875,6.0,22.545454545454547,0.0004417896270751,33.0,18.0,5.5,0.0,0.0,0.0,0.0,0.0001778602600097,28.0,28.0,51.51515151515152,1.5151515151515156,enhanced
11.0,1.0,0.0,1.0,0.0143816471099853,0.0074975490570068,0.0220727920532226,11.0,5.0,54.54545454545454,elevator2.1_000,original,11.0,1.0,0.0,1.0,0.0143147468566894,0.0061348915100097,0.0236995220184326,11.0,5.0,54.54545454545454,0.0011234283447265,11.0,28.724544480171488,0.0009701251983642,104.0,48.0,9.454545454545457,0.0,0.0,0.0,0.0,0.0002887248992919,169.0,110.0,58.65384615384615,4.108391608391614,enhanced
8.0,1.0,0.0,1.0,0.006786823272705,0.0058872699737548,0.0128300189971923,8.0,3.0,62.5,peterson.6_000,original,8.0,1.0,0.0,1.0,0.008343482017517,0.0035757780075073,0.015404462814331,8.0,3.0,62.5,0.0009918212890625,8.0,25.719424460431657,0.0007472038269042,71.0,45.0,8.875,0.0,0.0,0.0,0.0,0.00026535987854,55.0,8.0,67.6056338028169,5.105633802816897,enhanced
413.0,1.0,0.0,1.0,0.6363751888275146,33.068788051605225,33.70548391342163,413.0,168.0,59.32203389830508,adding.4_000,original,413.0,1.0,0.0,1.0,22.93002665042877,9.827154278755188,32.91450929641724,413.0,168.0,59.32203389830508,0.0519249439239501,413.0,0.3609977979134327,0.0188269615173339,2615.0,1031.0,13.075,0.0,0.0,0.0,0.0,0.0864143371582031,65301.0,8976.0,47.21915285451197,0.0,enhanced
71.0,1.0,0.0,1.0,0.2071244716644287,1.4069502353668213,1.6143956184387207,71.0,50.0,29.577464788732392,elevator2.3_000,original,71.0,1.0,0.0,1.0,1.1235789537429808,0.4815338373184203,1.631303310394287,71.0,50.0,29.577464788732392,0.0115113258361816,71.0,-17.030508474576273,0.0081863403320312,1041.0,488.0,14.661971830985916,0.0,0.0,0.0,0.0,0.0055358409881591,8530.0,8530.0,18.828049951969263,0.0,enhanced
27.0,1.0,0.0,1.0,0.3026909828186035,21.77242350578308,22.07540345191956,27.0,25.0,7.4074074074074066,collision.4_000,original,27.0,1.0,0.0,1.0,28.962537217140195,12.41251595020294,41.38902044296265,27.0,25.0,7.4074074074074066,0.0077724456787109,27.0,-46.213183730715286,0.0049171447753906,578.0,361.0,21.40740740740741,0.0,0.0,0.0,0.0,0.0008516311645507,685.0,685.0,7.439446366782007,0.0320389593746002,enhanced
2.0,1.0,0.0,1.0,0.0006773471832275,0.0003635883331298,0.001239538192749,2.0,2.0,0.0,extinction.3_000,original,2.0,1.0,0.0,1.0,0.0005841255187988,0.0002503395080566,0.0027532577514648,2.0,2.0,0.0,0.0003013610839843,2.0,25.53191489361702,0.0002026557922363,5.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0001623630523681,1.0,1.0,0.0,0.0,enhanced
4.0,1.0,0.0,1.0,0.0028104782104492,0.0007839202880859,0.0038175582885742,4.0,4.0,0.0,elevator.4_001,original,4.0,1.0,0.0,1.0,0.0023026227951049,0.0009868383407592,0.0053489208221435,4.0,4.0,0.0,0.0005526542663574,4.0,16.52173913043478,0.000368595123291,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0001699924468994,9.0,9.0,0.0,0.0,enhanced
