total_formulas_original,total_classes_original,single_formula_classes_original,multi_formula_classes_original,equivalence_class_time_original,containment_analysis_time_original,total_time_original,original_formula_count_original,optimized_formula_count_original,reduction_percentage_original,benchmark_name,method_original,total_formulas_enhanced,total_classes_enhanced,single_formula_classes_enhanced,multi_formula_classes_enhanced,equivalence_class_time_enhanced,containment_analysis_time_enhanced,total_time_enhanced,original_formula_count_enhanced,optimized_formula_count_enhanced,reduction_percentage_enhanced,preprocessing_time,formulas_simplified,simplification_reduction,subformula_extraction_time,total_subformulas,unique_subformulas,avg_subformulas_per_formula,lattice_construction_time,lattice_nodes,lattice_edges,lattice_levels,refinement_analysis_time,cross_formula_refinements,syntactic_refinements,subformula_coverage_reduction,syntactic_optimization_benefit,method_enhanced
5.0,1.0,0.0,1.0,0.0034511089324951,0.0012428760528564,0.0048723220825195,5.0,4.0,20.0,fischer.7_000,original,5.0,1.0,0.0,1.0,0.0029474973678588,0.0012632131576538,0.0068526268005371,5.0,4.0,20.0,0.0007524490356445,5.0,25.555555555555557,0.0004904270172119,46.0,31.0,9.2,0.0,0.0,0.0,0.0,0.0001897811889648,22.0,1.0,8.695652173913043,0.0,enhanced
6.0,1.0,0.0,1.0,0.0040228366851806,0.0016469955444335,0.0058522224426269,6.0,3.0,50.0,fischer.6_000,original,6.0,1.0,0.0,1.0,0.0035791873931884,0.0015339374542236,0.0078778266906738,6.0,3.0,50.0,0.0008299350738525,6.0,29.72292191435768,0.000514268875122,49.0,32.0,8.166666666666666,0.0,0.0,0.0,0.0,0.0002167224884033,28.0,2.0,42.85714285714285,0.0,enhanced
8.0,1.0,0.0,1.0,0.0069525241851806,0.0064883232116699,0.0135979652404785,8.0,3.0,62.5,peterson.7_000,original,8.0,1.0,0.0,1.0,0.0089104175567626,0.0038187503814697,0.0166566371917724,8.0,3.0,62.5,0.0012297630310058,8.0,23.032904148783977,0.0008549690246582,79.0,51.0,9.875,0.0,0.0,0.0,0.0,0.0002748966217041,57.0,8.0,68.35443037974683,5.85443037974683,enhanced
6.0,1.0,0.0,1.0,0.005688190460205,0.0043733119964599,0.0102550983428955,6.0,3.0,50.0,iprotocol.4_000,original,6.0,1.0,0.0,1.0,0.0059297084808349,0.0025413036346435,0.011002779006958,6.0,3.0,50.0,0.0007030963897705,6.0,22.545454545454547,0.0004248619079589,33.0,18.0,5.5,0.0,0.0,0.0,0.0,0.0001866817474365,28.0,28.0,51.51515151515152,1.5151515151515156,enhanced
6.0,1.0,0.0,1.0,0.0042488574981689,0.0018219947814941,0.0062277317047119,6.0,3.0,50.0,phils.2_000,original,6.0,1.0,0.0,1.0,0.0039119720458984,0.0016765594482421,0.0084795951843261,6.0,3.0,50.0,0.0006906986236572,6.0,21.06824925816024,0.0005178451538085,40.0,28.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0002264976501464,23.0,23.0,45.0,0.0,enhanced
9.0,1.0,0.0,1.0,0.0042695999145507,0.0039136409759521,0.0083601474761962,9.0,3.0,66.66666666666666,bakery.6_000,original,9.0,1.0,0.0,1.0,0.0054393768310546,0.0023311614990234,0.0097355842590332,9.0,3.0,66.66666666666666,0.0008344650268554,9.0,24.922118380062305,0.0007522106170654,78.0,48.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0002472400665283,69.0,10.0,70.51282051282051,3.846153846153854,enhanced
633.0,1.0,0.0,1.0,15.23035454750061,46847.78362226486,46863.0143392086,633.0,409.0,35.3870458135861,leader-election.3_000,original,633.0,1.0,0.0,1.0,31635.559800744053,13558.09705746174,45193.973528862,633.0,409.0,35.3870458135861,0.1784298419952392,633.0,-37.39440041866029,0.0396881103515625,5031.0,2484.0,25.155,0.0,0.0,0.0,0.0,0.0969104766845703,43754.0,43754.0,54.72651176215905,19.33946594857295,enhanced
60.0,1.0,0.0,1.0,0.4001133441925049,20.78914523124695,21.18956661224365,60.0,54.0,10.0,brp.4_000,original,60.0,1.0,0.0,1.0,14.655601453781127,6.280972051620483,20.96139097213745,60.0,54.0,10.0,0.0121984481811523,60.0,1.8873011593421407,0.0093569755554199,1164.0,645.0,19.4,0.0,0.0,0.0,0.0,0.0028393268585205,3052.0,3052.0,7.388316151202749,0.0,enhanced
6.0,1.0,0.0,1.0,0.004288911819458,0.0016536712646484,0.0061006546020507,6.0,3.0,50.0,phils.5_000,original,6.0,1.0,0.0,1.0,0.0038787603378295,0.0016623258590698,0.0091285705566406,6.0,3.0,50.0,0.0012128353118896,6.0,17.462932454695224,0.0006563663482666,61.0,42.0,10.166666666666666,0.0,0.0,0.0,0.0,0.000223159790039,30.0,30.0,40.98360655737705,0.0,enhanced
6.0,1.0,0.0,1.0,0.0044360160827636,0.0019493103027343,0.0065414905548095,6.0,3.0,50.0,mcs.5_000,original,6.0,1.0,0.0,1.0,0.0041512966156005,0.0017791271209716,0.0090508460998535,6.0,3.0,50.0,0.0008161067962646,6.0,28.671328671328677,0.0005934238433837,54.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0002532005310058,29.0,2.0,50.0,0.0,enhanced
1.0,1.0,1.0,0.0,0.0004947185516357,7.915496826171875e-05,0.0007491111755371,1.0,1.0,0.0,extinction.1_000,original,1.0,1.0,1.0,0.0,0.0002590179443359,0.0001110076904296,0.002366304397583,1.0,1.0,0.0,0.000340461730957,1.0,21.73913043478261,0.0002031326293945,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0001282691955566,0.0,0.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0042927265167236,0.0016272068023681,0.0061144828796386,6.0,3.0,50.0,lamport.2_000,original,6.0,1.0,0.0,1.0,0.0036557912826538,0.0015667676925659,0.0076236724853515,6.0,3.0,50.0,0.0005743503570556,6.0,37.95918367346939,0.0004305839538574,34.0,22.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0001940727233886,23.0,2.0,47.05882352941176,0.0,enhanced
9.0,1.0,0.0,1.0,0.0042040348052978,0.0037205219268798,0.0080945491790771,9.0,3.0,66.66666666666666,bakery.1_000,original,9.0,1.0,0.0,1.0,0.005062198638916,0.0021695137023925,0.0089273452758789,9.0,3.0,66.66666666666666,0.0006716251373291,9.0,30.952380952380956,0.0005996227264404,62.0,38.0,6.888888888888889,0.0,0.0,0.0,0.0,0.0002834796905517,61.0,10.0,69.35483870967742,2.6881720430107663,enhanced
6.0,1.0,0.0,1.0,0.0043606758117675,0.001807689666748,0.0063230991363525,6.0,3.0,50.0,mcs.3_000,original,6.0,1.0,0.0,1.0,0.0041279315948486,0.0017691135406494,0.008958101272583,6.0,3.0,50.0,0.0008172988891601,6.0,29.57393483709273,0.0005652904510498,51.0,34.0,8.5,0.0,0.0,0.0,0.0,0.0002367496490478,28.0,2.0,50.98039215686274,0.9803921568627416,enhanced
4.0,1.0,0.0,1.0,0.0021948814392089,0.0007753372192382,0.003141164779663,4.0,2.0,50.0,driving_phils.2_000,original,4.0,1.0,0.0,1.0,0.0018558502197265,0.0007953643798828,0.0042331218719482,4.0,2.0,50.0,0.0004184246063232,4.0,50.60240963855421,0.0003182888031005,14.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0001804828643798,7.0,7.0,50.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.00559663772583,0.0040876865386962,0.0098702907562255,6.0,3.0,50.0,iprotocol.6_000,original,6.0,1.0,0.0,1.0,0.0058023691177368,0.0024867296218872,0.010801076889038,6.0,3.0,50.0,0.0007045269012451,6.0,22.545454545454547,0.0004115104675292,33.0,18.0,5.5,0.0,0.0,0.0,0.0,0.0001790523529052,28.0,28.0,51.51515151515152,1.5151515151515156,enhanced
9.0,1.0,0.0,1.0,0.0043191909790039,0.0039496421813964,0.008446455001831,9.0,3.0,66.66666666666666,anderson.4_000,original,9.0,1.0,0.0,1.0,0.0053053617477416,0.0022737264633178,0.0095522403717041,9.0,3.0,66.66666666666666,0.0008566379547119,9.0,25.88996763754045,0.0007297992706298,78.0,48.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0002627372741699,69.0,7.0,70.51282051282051,3.846153846153854,enhanced
4.0,1.0,0.0,1.0,0.0026519298553466,0.0007331371307373,0.0035631656646728,4.0,4.0,0.0,elevator.2_000,original,4.0,1.0,0.0,1.0,0.0021687746047973,0.0009294748306274,0.0047974586486816,4.0,4.0,0.0,0.0004694461822509,4.0,16.52173913043478,0.0003702640533447,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.00018310546875,9.0,9.0,0.0,0.0,enhanced
9.0,1.0,0.0,1.0,0.0072739124298095,0.0067253112792968,0.0141711235046386,9.0,3.0,66.66666666666666,peterson.4_000,original,9.0,1.0,0.0,1.0,0.009299612045288,0.0039855480194091,0.0169582366943359,9.0,3.0,66.66666666666666,0.0011153221130371,9.0,25.723472668810288,0.0007698535919189,78.0,48.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0002908706665039,69.0,8.0,70.51282051282051,3.846153846153854,enhanced
2.0,1.0,0.0,1.0,0.0006868839263916,0.0003454685211181,0.0012116432189941,2.0,2.0,0.0,extinction.4_000,original,2.0,1.0,0.0,1.0,0.0005552530288696,0.0002379655838012,0.0026612281799316,2.0,2.0,0.0,0.0002861022949218,2.0,25.53191489361702,0.0002319812774658,5.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0001647472381591,1.0,1.0,0.0,0.0,enhanced
4.0,1.0,0.0,1.0,0.0026123523712158,0.0007441043853759,0.0035262107849121,4.0,4.0,0.0,elevator.3_000,original,4.0,1.0,0.0,1.0,0.0021193742752075,0.0009083032608032,0.004711627960205,4.0,4.0,0.0,0.0004589557647705,4.0,16.52173913043478,0.00038743019104,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0001790523529052,9.0,9.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0023055076599121,0.0011289119720458,0.0036191940307617,6.0,3.0,50.0,at.6_000,original,6.0,1.0,0.0,1.0,0.002090835571289,0.0008960723876953,0.0042982101440429,6.0,3.0,50.0,0.000514268875122,6.0,33.77049180327869,0.0004780292510986,40.0,26.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0001931190490722,25.0,2.0,45.0,0.0,enhanced
4.0,1.0,0.0,1.0,0.0026078224182128,0.0009984970092773,0.0037827491760253,4.0,2.0,50.0,lann.4_000,original,4.0,1.0,0.0,1.0,0.0022614002227783,0.0009691715240478,0.0055100917816162,4.0,2.0,50.0,0.0005292892456054,4.0,24.24242424242424,0.0003707408905029,28.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0001862049102783,11.0,0.0,42.85714285714285,0.0,enhanced
11.0,1.0,0.0,1.0,0.0132999420166015,0.0073609352111816,0.0208477973937988,11.0,6.0,45.45454545454545,elevator2.3_001,original,11.0,1.0,0.0,1.0,0.0138669729232788,0.0059429883956909,0.0232069492340087,11.0,6.0,45.45454545454545,0.001133918762207,11.0,29.260089686098656,0.000950813293457,100.0,46.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0002989768981933,157.0,91.0,53.0,7.545454545454547,enhanced
2.0,1.0,0.0,1.0,0.0009794235229492,0.0002899169921875,0.001420259475708,2.0,2.0,0.0,leader_filters.3_000,original,2.0,1.0,0.0,1.0,0.0007962465286254,0.000341248512268,0.0035576820373535,2.0,2.0,0.0,0.0004832744598388,2.0,16.16766467065868,0.0003192424774169,16.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0002100467681884,4.0,4.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0040879249572753,0.0018768310546875,0.0061488151550292,6.0,3.0,50.0,lamport.8_000,original,6.0,1.0,0.0,1.0,0.0036417722702026,0.0015607595443725,0.0077402591705322,6.0,3.0,50.0,0.0006594657897949,6.0,33.77049180327869,0.0004606246948242,40.0,26.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0002074241638183,25.0,2.0,45.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0045351982116699,0.0018844604492187,0.0066103935241699,6.0,3.0,50.0,phils.6_000,original,6.0,1.0,0.0,1.0,0.0039593696594238,0.0016968727111816,0.0095713138580322,6.0,3.0,50.0,0.001474380493164,6.0,16.643741403026134,0.0007336139678955,70.0,48.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0002312660217285,33.0,33.0,40.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0040769577026367,0.0018975734710693,0.0061519145965576,6.0,3.0,50.0,lamport_nonatomic.5_000,original,6.0,1.0,0.0,1.0,0.0036721467971801,0.0015737771987915,0.007777452468872,6.0,3.0,50.0,0.0006554126739501,6.0,33.77049180327869,0.0004510879516601,40.0,26.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0002081394195556,25.0,2.0,45.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0041713714599609,0.0016849040985107,0.0060391426086425,6.0,3.0,50.0,fischer.5_000,original,6.0,1.0,0.0,1.0,0.0035176038742065,0.001507544517517,0.0076754093170166,6.0,3.0,50.0,0.0007176399230957,6.0,30.79019073569482,0.0005083084106445,46.0,30.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0002100467681884,27.0,2.0,43.47826086956522,0.0,enhanced
6.0,1.0,0.0,1.0,0.0042202472686767,0.0016026496887207,0.0060031414031982,6.0,3.0,50.0,lamport_nonatomic.3_000,original,6.0,1.0,0.0,1.0,0.0036100625991821,0.0015471696853637,0.0075564384460449,6.0,3.0,50.0,0.000596284866333,6.0,37.95918367346939,0.0004084110260009,34.0,22.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0001990795135498,23.0,2.0,47.05882352941176,0.0,enhanced
9.0,1.0,0.0,1.0,0.0043413639068603,0.0037181377410888,0.0082337856292724,9.0,3.0,66.66666666666666,anderson.6_000,original,9.0,1.0,0.0,1.0,0.0052017211914062,0.0022293090820312,0.0099806785583496,9.0,3.0,66.66666666666666,0.0012331008911132,9.0,21.325051759834366,0.0009264945983886,97.0,61.0,10.77777777777778,0.0,0.0,0.0,0.0,0.0002608299255371,77.0,7.0,72.16494845360825,5.49828178694159,enhanced
4.0,1.0,0.0,1.0,0.0022380352020263,0.0007598400115966,0.0031824111938476,4.0,2.0,50.0,driving_phils.1_000,original,4.0,1.0,0.0,1.0,0.0019309520721435,0.0008275508880615,0.0045380592346191,4.0,2.0,50.0,0.000478982925415,4.0,50.60240963855421,0.0003304481506347,14.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0002074241638183,7.0,7.0,50.0,0.0,enhanced
4.0,1.0,0.0,1.0,0.0026760101318359,0.0007281303405761,0.0035841464996337,4.0,4.0,0.0,brp.1_000,original,4.0,1.0,0.0,1.0,0.0022350311279296,0.0009578704833984,0.0047166347503662,4.0,4.0,0.0,0.0005602836608886,4.0,16.52173913043478,0.0003800392150878,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0001792907714843,9.0,9.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0039653778076171,0.0017085075378417,0.0058727264404296,6.0,3.0,50.0,lamport.5_000,original,6.0,1.0,0.0,1.0,0.0035361289978027,0.0015154838562011,0.0075271129608154,6.0,3.0,50.0,0.0006275177001953,6.0,35.63636363636364,0.0004377365112304,37.0,24.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0001957416534423,24.0,2.0,45.94594594594595,0.0,enhanced
9.0,1.0,0.0,1.0,0.0047023296356201,0.003732681274414,0.0086350440979003,9.0,3.0,66.66666666666666,anderson.2_000,original,9.0,1.0,0.0,1.0,0.0056201219558715,0.0024086236953735,0.0098659992218017,9.0,3.0,66.66666666666666,0.0007770061492919,9.0,29.065040650406505,0.0006816387176513,70.0,43.0,7.777777777777778,0.0,0.0,0.0,0.0,0.000251293182373,65.0,7.0,70.0,3.333333333333343,enhanced
9.0,1.0,0.0,1.0,0.0045068264007568,0.004324197769165,0.0090007781982421,9.0,3.0,66.66666666666666,bakery.8_000,original,9.0,1.0,0.0,1.0,0.005812382698059,0.002491021156311,0.0105228424072265,9.0,3.0,66.66666666666666,0.0009937286376953,9.0,22.625,0.00083589553833,87.0,54.0,9.666666666666666,0.0,0.0,0.0,0.0,0.0002505779266357,73.0,10.0,71.26436781609196,4.597701149425305,enhanced
9.0,1.0,0.0,1.0,0.0046308040618896,0.0036520957946777,0.0084576606750488,9.0,3.0,66.66666666666666,bakery.3_000,original,9.0,1.0,0.0,1.0,0.005299687385559,0.002271294593811,0.0094001293182373,9.0,3.0,66.66666666666666,0.0007421970367431,9.0,27.71317829457364,0.0006883144378662,70.0,43.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0002706050872802,65.0,10.0,70.0,3.333333333333343,enhanced
4.0,1.0,0.0,1.0,0.0025339126586914,0.0007264614105224,0.0034296512603759,4.0,4.0,0.0,brp.6_000,original,4.0,1.0,0.0,1.0,0.0020546197891235,0.0008805513381958,0.0043447017669677,4.0,4.0,0.0,0.0004615783691406,4.0,16.52173913043478,0.0003595352172851,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.000173807144165,9.0,9.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0047683715820312,0.0017178058624267,0.0066463947296142,6.0,3.0,50.0,mcs.1_000,original,6.0,1.0,0.0,1.0,0.0043739318847656,0.0018745422363281,0.009293794631958,6.0,3.0,50.0,0.0008251667022705,6.0,30.62330623306233,0.0005481243133544,48.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0002450942993164,27.0,2.0,52.083333333333336,2.083333333333336,enhanced
6.0,1.0,0.0,1.0,0.0040400028228759,0.0016713142395019,0.0058882236480712,6.0,3.0,50.0,fischer.3_000,original,6.0,1.0,0.0,1.0,0.0035177707672119,0.0015076160430908,0.0076572895050048,6.0,3.0,50.0,0.0007340908050537,6.0,32.047477744807125,0.0004875659942626,43.0,28.0,7.166666666666667,0.0,0.0,0.0,0.0,0.0001997947692871,26.0,2.0,44.18604651162791,0.0,enhanced
2.0,1.0,0.0,1.0,0.0010714530944824,0.0003254413604736,0.0015547275543212,2.0,2.0,0.0,leader_filters.5_000,original,2.0,1.0,0.0,1.0,0.0008885383605957,0.000380802154541,0.0039575099945068,2.0,2.0,0.0,0.0005631446838378,2.0,15.458937198067632,0.0003769397735595,19.0,14.0,9.5,0.0,0.0,0.0,0.0,0.0001990795135498,5.0,5.0,0.0,0.0,enhanced
4.0,1.0,0.0,1.0,0.0029463768005371,0.0009040832519531,0.0040266513824462,4.0,2.0,50.0,lann.1_000,original,4.0,1.0,0.0,1.0,0.0022974491119384,0.0009846210479736,0.0054609775543212,4.0,2.0,50.0,0.0004618167877197,4.0,27.536231884057973,0.0003278255462646,22.0,16.0,5.5,0.0,0.0,0.0,0.0,0.0001876354217529,9.0,0.0,45.45454545454545,0.0,enhanced
9.0,1.0,0.0,1.0,0.0081138610839843,0.0064849853515625,0.0147593021392822,9.0,3.0,66.66666666666666,peterson.2_000,original,9.0,1.0,0.0,1.0,0.0097442150115966,0.0041760921478271,0.0173680782318115,9.0,3.0,66.66666666666666,0.0009810924530029,9.0,28.830645161290324,0.000697374343872,70.0,43.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0002906322479248,65.0,8.0,70.0,3.333333333333343,enhanced
9.0,1.0,0.0,1.0,0.0082359313964843,0.0064599514007568,0.0148553848266601,9.0,3.0,66.66666666666666,peterson.1_000,original,9.0,1.0,0.0,1.0,0.0098179817199707,0.004207706451416,0.0174694061279296,9.0,3.0,66.66666666666666,0.0009894371032714,9.0,28.830645161290324,0.0007004737854003,70.0,43.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0002825260162353,65.0,8.0,70.0,3.333333333333343,enhanced
2.0,1.0,0.0,1.0,0.0012640953063964,0.0003943443298339,0.0018403530120849,2.0,2.0,0.0,driving_phils.3_000,original,2.0,1.0,0.0,1.0,0.0009648084640502,0.0004134893417358,0.0027940273284912,2.0,2.0,0.0,0.0003266334533691,2.0,50.0,0.0002400875091552,7.0,6.0,3.5,0.0,0.0,0.0,0.0,0.0001778602600097,1.0,1.0,0.0,0.0,enhanced
8.0,2.0,0.0,2.0,0.0044224262237548,0.0007100105285644,0.0053048133850097,8.0,8.0,0.0,bopdp.1_000,original,8.0,2.0,0.0,2.0,0.002854037284851,0.0012231588363647,0.0059337615966796,8.0,8.0,0.0,0.0008177757263183,8.0,42.47619047619048,0.0007178783416748,68.0,48.0,8.5,0.0,0.0,0.0,0.0,0.0001873970031738,32.0,32.0,0.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0040774345397949,0.0018894672393798,0.0061643123626708,6.0,3.0,50.0,lamport.7_000,original,6.0,1.0,0.0,1.0,0.0036925077438354,0.0015825033187866,0.0077905654907226,6.0,3.0,50.0,0.0006430149078369,6.0,33.77049180327869,0.0004785060882568,40.0,26.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0001969337463378,25.0,2.0,45.0,0.0,enhanced
9.0,1.0,0.0,1.0,0.0046126842498779,0.0038723945617675,0.008657693862915,9.0,3.0,66.66666666666666,bakery.4_000,original,9.0,1.0,0.0,1.0,0.005466079711914,0.0023426055908203,0.0096271038055419,9.0,3.0,66.66666666666666,0.0007352828979492,9.0,27.71317829457364,0.0007116794586181,70.0,43.0,7.777777777777778,0.0,0.0,0.0,0.0,0.000239610671997,65.0,10.0,70.0,3.333333333333343,enhanced
4.0,1.0,0.0,1.0,0.0021424293518066,0.0007779598236083,0.0030906200408935,4.0,2.0,50.0,driving_phils.4_000,original,4.0,1.0,0.0,1.0,0.0018346548080444,0.000786280632019,0.004164695739746,4.0,2.0,50.0,0.0004067420959472,4.0,50.60240963855421,0.0002894401550292,14.0,10.0,3.5,0.0,0.0,0.0,0.0,0.0001769065856933,7.0,7.0,50.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0047705173492431,0.0017869472503662,0.0067360401153564,6.0,3.0,50.0,phils.8_000,original,6.0,1.0,0.0,1.0,0.0040653467178344,0.0017422914505004,0.0097777843475341,6.0,3.0,50.0,0.0015175342559814,6.0,16.427640156453716,0.0007398128509521,73.0,50.0,12.166666666666666,0.0,0.0,0.0,0.0,0.0002171993255615,34.0,34.0,39.72602739726028,0.0,enhanced
6.0,1.0,0.0,1.0,0.0061273574829101,0.0041244029998779,0.0104327201843261,6.0,3.0,50.0,iprotocol.3_000,original,6.0,1.0,0.0,1.0,0.0060870885848999,0.0026087522506713,0.0112178325653076,6.0,3.0,50.0,0.0007047653198242,6.0,22.545454545454547,0.000422716140747,33.0,18.0,5.5,0.0,0.0,0.0,0.0,0.0001797676086425,28.0,28.0,51.51515151515152,1.5151515151515156,enhanced
6.0,1.0,0.0,1.0,0.0039429664611816,0.0015962123870849,0.0057337284088134,6.0,3.0,50.0,fischer.4_000,original,6.0,1.0,0.0,1.0,0.0035030841827392,0.0015013217926025,0.0076720714569091,6.0,3.0,50.0,0.0007414817810058,6.0,30.79019073569482,0.0005128383636474,46.0,30.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0001969337463378,27.0,2.0,43.47826086956522,0.0,enhanced
356.0,1.0,0.0,1.0,4.051352024078369,4843.514530181885,4847.566239595413,356.0,323.0,9.269662921348315,cyclic_scheduler.3_000,original,356.0,1.0,0.0,1.0,3972.831586027145,1702.642108297348,5675.634171247482,356.0,323.0,9.269662921348315,0.0896430015563964,356.0,-20.338052622844085,0.0369620323181152,4470.0,2433.0,22.35,0.0,0.0,0.0,0.0,0.0330548286437988,14619.0,14619.0,5.05592841163311,0.0,enhanced
4.0,1.0,0.0,1.0,0.0024774074554443,0.0008981227874755,0.0035521984100341,4.0,2.0,50.0,lann.2_000,original,4.0,1.0,0.0,1.0,0.0021061897277832,0.0009026527404785,0.0052273273468017,4.0,2.0,50.0,0.0005023479461669,4.0,25.59523809523809,0.0003418922424316,25.0,18.0,6.25,0.0,0.0,0.0,0.0,0.0001721382141113,10.0,0.0,44.0,0.0,enhanced
6.0,1.0,0.0,1.0,0.0042104721069335,0.001603364944458,0.0059878826141357,6.0,3.0,50.0,lamport.1_000,original,6.0,1.0,0.0,1.0,0.0037545919418334,0.0016091108322143,0.0078132152557373,6.0,3.0,50.0,0.0006105899810791,6.0,37.95918367346939,0.0004146099090576,34.0,22.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0001945495605468,23.0,2.0,47.05882352941176,0.0,enhanced
6.0,1.0,0.0,1.0,0.0042195320129394,0.00156831741333,0.0059657096862792,6.0,3.0,50.0,fischer.1_000,original,6.0,1.0,0.0,1.0,0.0038125038146972,0.0016339302062988,0.007875919342041,6.0,3.0,50.0,0.0006415843963623,6.0,37.65182186234818,0.0004160404205322,34.0,22.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0001947879791259,23.0,2.0,47.05882352941176,0.0,enhanced
6.0,1.0,0.0,1.0,0.0038046836853027,0.0016956329345703,0.0056967735290527,6.0,3.0,50.0,lamport_nonatomic.4_000,original,6.0,1.0,0.0,1.0,0.0034266471862792,0.0014685630798339,0.0073566436767578,6.0,3.0,50.0,0.0006237030029296,6.0,35.63636363636364,0.0004405975341796,37.0,24.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0001986026763916,24.0,2.0,45.94594594594595,0.0,enhanced
6.0,1.0,0.0,1.0,0.0024104118347167,0.0008831024169921,0.0034646987915039,6.0,3.0,50.0,at.1_000,original,6.0,1.0,0.0,1.0,0.0019906997680664,0.000853157043457,0.0040550231933593,6.0,3.0,50.0,0.0004563331604003,6.0,37.95918367346939,0.0004322528839111,34.0,22.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0001890659332275,23.0,2.0,47.05882352941176,0.0,enhanced
4.0,1.0,0.0,1.0,0.0023257732391357,0.0011420249938964,0.0036449432373046,4.0,3.0,25.0,anderson.8_000,original,4.0,1.0,0.0,1.0,0.0020421028137207,0.000875186920166,0.0042428970336914,4.0,3.0,25.0,0.000568151473999,4.0,27.165354330708663,0.0004332065582275,38.0,32.0,9.5,0.0,0.0,0.0,0.0,0.0001823902130126,10.0,1.0,10.526315789473683,0.0,enhanced
6.0,1.0,0.0,1.0,0.0023431777954101,0.0011007785797119,0.0036132335662841,6.0,3.0,50.0,at.4_000,original,6.0,1.0,0.0,1.0,0.0020930051803588,0.0008970022201538,0.0043432712554931,6.0,3.0,50.0,0.0005395412445068,6.0,33.77049180327869,0.0004510879516601,40.0,26.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0002355575561523,25.0,2.0,45.0,0.0,enhanced
