,formula,time,result
0,"!([](((""P_0==p1"") || (""P_0==p2"") || (""P_0==p3"")) -> <>(""P_0==CS"")))",0.4423398950602859,False
1,"!(![](!(""P_0==CS"") -> <>(""P_0==CS"")))",0.8268125680042431,False
2,"!([]<>((""P_0==CS"") || (""P_1==CS"")))",0.4188340950058773,False
