benchmark,baseline_time,optimized_time,optimization_time,total_optimized_time,equivalence_time,containment_time,baseline_props,optimized_props,original_count,optimized_count,reduction_percentage,mc_speedup,net_speedup,mc_improvement,net_improvement,overhead_ratio,time_saved_mc,time_saved_net,performance_category,size_category,baseline_avg_time,optimized_avg_time
bakery.7_000,1031.391009878018,321.93022688897327,0.0083582401275634,321.93858512910083,0.0041277408599853,0.0040457248687744,9,3,9.0,3.0,66.66666666666666,3.203771885122556,3.203688708094493,68.78679144905018,68.78598106384732,8.103852028487164e-06,709.4607829890447,709.4524247489171,Strong Benefit,Small,114.59900109755756,107.31007562965776
brp.2_000,0.2086235089227557,0.2100876291515305,0.0036063194274902,0.21369394857902071,0.0026526451110839,0.0007886886596679,4,4,4.0,4.0,0.0,0.9930309069853952,0.9762724228272189,-0.7018002124184953,-2.4304258338126172,0.017286256213941188,-0.0014641202287748178,-0.0050704396562650245,Marginal Loss,Tiny,0.0521558772306889,0.0525219072878826
driving_phils.3_000,2000.0,2000.0,0.0018403530120849,2000.001840353012,0.0012640953063964,0.0003943443298339,2,2,2.0,2.0,0.0,1.0,0.9999990798243407,0.0,-9.201765060424804e-05,9.2017650604245e-07,0.0,-0.001840353012084961,Marginal Loss,Tiny,1000.0,1000.0
anderson.3_000,4716.627496597939,1373.508956292062,0.0086052417755126,1373.5175615338376,0.0047199726104736,0.0037059783935546,9,3,9.0,3.0,66.66666666666666,3.4339983550824393,3.4339768406970905,70.87942693624287,70.87924449143921,1.8244480365938339e-06,3343.118540305877,3343.1099350641016,Strong Benefit,Small,524.0697218442155,457.8363187640207
lamport_nonatomic.3_000,0.508528791135177,0.24036934110336,0.0060031414031982,0.2463724825065582,0.0042202472686767,0.0016026496887207,6,3,6.0,3.0,50.0,2.115614199385383,2.0640648905327343,52.732402708843864,51.55191076662806,0.011804919422158038,0.268159450031817,0.26215630862861883,Strong Benefit,Small,0.0847547985225295,0.08012311370112
lamport.7_000,1163.6691755399806,528.5722955961246,0.0061643123626708,528.5784599084873,0.0040774345397949,0.0018894672393798,6,3,6.0,3.0,50.0,2.201532666837169,2.2015069924367454,54.57709916988651,54.57656943923005,5.2973065646517255e-06,635.096879943856,635.0907156314934,Strong Benefit,Small,193.9448625899968,176.1907651987082
extinction.4_000,10.58449578692671,10.60537619900424,0.0012116432189941,10.606587842223234,0.0006868839263916,0.0003454685211181,2,2,2.0,2.0,0.0,0.9980311483830727,0.9979171383271273,-0.19727356406831742,-0.2087209040586709,0.00011447339990353098,-0.02088041207753122,-0.02209205529652536,Marginal Loss,Tiny,5.292247893463355,5.30268809950212
rether.6_000,144.66303450521082,126.28563637600746,0.0097649097442626,126.29540128575172,0.0056540966033935,0.0039319992065429,10,8,10.0,8.0,20.0,1.145522473153525,1.1454339036296428,12.703589546603485,12.696839439516586,6.750107086901225e-05,18.377398129203357,18.367633219459094,Strong Benefit,Small,14.466303450521082,15.785704547000933
bopdp.1_000,4000.177867460996,4000.104042057996,0.0053048133850097,4000.109346871381,0.0044224262237548,0.0007100105285644,8,8,8.0,8.0,0.0,1.0000184558707033,1.0000171296791345,0.001845553009037371,0.0017129385713604574,1.3261443767691224e-06,0.07382540299977336,0.0685205896147636,Marginal Benefit,Small,500.0222334326245,500.0130052572495
anderson.2_000,0.1096509599592536,0.0371333339717239,0.0086350440979003,0.0457683780696242,0.0047023296356201,0.003732681274414,9,3,9.0,3.0,66.66666666666666,2.9528983323380027,2.3957798939794053,66.13496682060725,58.25993854806946,0.07875028272537779,0.0725176259875297,0.06388258188962939,Strong Benefit,Small,0.0121834399954726,0.0123777779905746
rether.2_000,0.1952730297343805,0.1580907950410619,0.0102388858795166,0.1683296809205785,0.0059690475463867,0.0040755271911621,10,8,10.0,8.0,20.0,1.2351954437553496,1.160062970870327,19.041152146763736,13.79778295571671,0.05243369191047023,0.03718223469331858,0.026943348813801976,Strong Benefit,Small,0.019527302973438,0.0197613493801327
elevator.4_000,2612.329693279229,1647.422082432662,11622.359471082687,13269.78155351535,4.106488943099976,11618.252643346786,521,271,521.0,271.0,47.98464491362764,1.5857075858918552,0.19686305179509053,36.93667048722817,-407.9673361159072,4.449040066031354,964.9076108465672,-10657.45186023612,Strong Loss,Large,5.896906756837989,6.07904827465927
bakery.2_000,0.1077847577398642,0.0315168879460543,0.0081779956817626,0.039694883627816896,0.0042052268981933,0.003779649734497,9,3,9.0,3.0,66.66666666666666,3.4199048435351034,2.715331243957398,70.75942034204918,63.17208067246438,0.0758733966958481,0.07626786979380991,0.06808987411204731,Strong Benefit,Small,0.0119760841933182,0.0105056293153514
iprotocol.2_000,0.4486993978498503,0.3297044381033629,0.0104248523712158,0.34012929047457874,0.0061326026916503,0.0041131973266601,6,3,6.0,3.0,50.0,1.3609140369204926,1.319202463344997,26.51997313049817,24.19662426460459,0.023233488658935757,0.11899495974648738,0.10857010737527156,Strong Benefit,Small,0.074783232974975,0.1099014793677876
brp.4_000,3218.288969813613,3050.8142324751243,21.18956661224365,3072.003799087368,0.4001133441925049,20.78914523124695,60,54,60.0,54.0,10.0,1.05489509507192,1.0476188117897849,5.203843996276947,4.545433057700762,0.006584109385761851,167.47473733848892,146.28517072624527,Marginal Benefit,Medium,53.638149496893554,56.49655986065045
lamport.6_000,215.5581292702118,99.39999231987169,0.0058929920196533,99.40588531189134,0.003981590270996,0.0017347335815429,6,3,6.0,3.0,50.0,2.168593017356986,2.16846445855682,53.88715208449906,53.88441825486359,2.7338296354697765e-05,116.15813695034011,116.15224395832045,Strong Benefit,Small,35.926354878368635,33.13333077329056
at.6_000,4801.166620797943,2212.083979084972,0.0036191940307617,2212.0875982790026,0.0023055076599121,0.0011289119720458,6,3,6.0,3.0,50.0,2.1704269214878296,2.170423370454785,53.92611517578767,53.926039794233205,7.538155445561683e-07,2589.0826417129715,2589.0790225189407,Strong Benefit,Small,800.1944367996572,737.3613263616571
szymanski.4_000,38.37411025818437,33.46578880620655,0.0029242038726806,33.46871301007923,0.0019736289978027,0.0007696151733398,5,4,5.0,4.0,20.0,1.1466668387947136,1.1465666530597656,12.79071076555055,12.783090513633292,7.62025191725958e-05,4.908321451977827,4.905397248105146,Strong Benefit,Small,7.674822051636875,8.366447201551637
extinction.2_000,0.0519712909590452,0.0519780620234087,0.0010232925415039,0.053001354564912596,0.0005443096160888,0.0003359317779541,2,2,2.0,2.0,0.0,0.9998697322658846,0.9805653343329963,-0.013028470600878706,-1.981985798042065,0.019689573274411877,-6.7710643634963374e-06,-0.0010300636058673956,Marginal Loss,Tiny,0.0259856454795226,0.0259890310117043
bakery.8_000,8664.125060491031,2968.830403535976,0.0090007781982421,2968.8394043141743,0.0045068264007568,0.004324197769165,9,3,9.0,3.0,66.66666666666666,2.918363086746811,2.918354239000177,65.73421571355156,65.73411182795279,1.038855987811883e-06,5695.294656955055,5695.285656176857,Strong Benefit,Small,962.6805622767812,989.610134511992
peterson.7_000,5549.553517176071,2034.728573372122,0.0135979652404785,2034.7421713373624,0.0069525241851806,0.0064883232116699,8,3,8.0,3.0,62.5,2.727417106046183,2.7273988790081205,63.33527432297819,63.33502929488362,2.450280945735959e-06,3514.8249438039493,3514.811345838709,Strong Benefit,Small,693.6941896470089,678.2428577907073
iprotocol.5_000,785.6895081200637,582.9282552730292,0.0099780559539794,582.9382333289832,0.0056240558624267,0.0041754245758056,6,3,6.0,3.0,50.0,1.3478322606820048,1.347809190063293,25.806791455340385,25.805521480897443,1.2699744429391848e-05,202.76125284703448,202.7512747910805,Strong Benefit,Small,130.94825135334395,194.30941842434308
