benchmark,baseline_time,optimized_time,optimization_time,total_optimized_time,equivalence_time,containment_time,baseline_props,optimized_props,original_count,optimized_count,reduction_percentage,mc_speedup,net_speedup,mc_improvement,net_improvement,overhead_ratio,time_saved_mc,time_saved_net,performance_category,size_category,baseline_avg_time,optimized_avg_time
szymanski.1_000,0.2002488620346412,0.177843876183033,0.0030279159545898,0.18087179213762278,0.0021219253540039,0.0007293224334716,5,4,5.0,4.0,20.0,1.12598120515856,1.107131519337602,11.188570873242895,9.676494388101128,0.015120764851417725,0.022404985851608217,0.01937706989701843,Strong Benefit,Small,0.0400497724069282,0.0444609690457582
mcs.5_000,2188.7222984366817,1054.8391816568328,0.0065414905548095,1054.8457231473876,0.0044360160827636,0.0019493103027343,6,3,6.0,3.0,50.0,2.0749345838660087,2.074921716425127,51.80570954980159,51.8054106772329,2.988725686891311e-06,1133.883116779849,1133.8765752892941,Strong Benefit,Small,364.78704973944696,351.6130605522776
phils.8_000,2176.529321759939,1143.9059965260094,0.0067360401153564,1143.9127325661248,0.0047705173492431,0.0017869472503662,6,3,6.0,3.0,50.0,1.902716943848498,1.9027057395168239,47.44357518689212,47.44326570150876,3.094853833583848e-06,1032.6233252339298,1032.6165891938144,Strong Benefit,Small,362.75488695998985,381.3019988420031
protocols.5_000,11.461461262078956,9.056105461902916,0.0032706260681152,9.059376087971032,0.0023894309997558,0.0007033348083496,6,4,6.0,4.0,33.33333333333333,1.2656059837526024,1.2651490732675723,20.986467128186582,20.95793127230112,0.00028535855885464576,2.4053558001760393,2.402085174107924,Strong Benefit,Small,1.910243543679826,2.264026365475729
lamport_nonatomic.4_000,29.418308209977116,13.365852693095803,0.0056967735290527,13.371549466624856,0.0038046836853027,0.0016956329345703,6,3,6.0,3.0,50.0,2.201004970313139,2.2000672609711147,54.566208914206626,54.54684419245447,0.00019364721752152488,16.052455516881313,16.04675874335226,Strong Benefit,Small,4.903051368329519,4.455284231031935
rether.1_000,0.1490766589995473,0.1284755149390548,0.0099120140075683,0.1383875289466231,0.0058143138885498,0.0039186477661132,10,8,10.0,8.0,20.0,1.1603507413086853,1.0772405586998166,13.81916136217882,7.1702237792682695,0.06648937582910548,0.020601144060492516,0.010689130052924212,Marginal Benefit,Small,0.0149076658999547,0.0160594393673818
bopdp.2_000,4000.185921415105,4000.176730377949,0.0053179264068603,4000.1820483043557,0.0044050216674804,0.0007338523864746,8,8,8.0,8.0,0.0,1.0000022976577725,1.000000968233621,0.0002297652493334894,9.682326835228834e-05,1.3294198098119979e-06,0.009191037156142556,0.0038731107492822048,Marginal Benefit,Small,500.02324017688807,500.0220912972436
lamport.3_000,0.4367935139453038,0.2064894118811935,0.0060319900512695,0.212521401932463,0.004256248474121,0.0015897750854492,6,3,6.0,3.0,50.0,2.1153312897061225,2.055291890480339,52.726081022565154,51.34511041318361,0.013809706093815391,0.2303041020641103,0.2242721120128408,Strong Benefit,Small,0.0727989189908839,0.0688298039603978
anderson.5_000,8000.0,5000.0,0.0084118843078613,5000.008411884308,0.0043027400970458,0.0039200782775878,8,5,8.0,5.0,37.5,1.6,1.5999973082015502,37.5,37.49989485144615,1.0514855384826625e-06,3000.0,2999.991588115692,Strong Benefit,Small,1000.0,1000.0
fischer.6_000,234.9680801230716,105.13361804001032,0.0058522224426269,105.13947026245295,0.0040228366851806,0.0016469955444335,6,3,6.0,3.0,50.0,2.234947151097289,2.23482275054778,55.2562126800613,55.25372203433633,2.4906457249689502e-05,129.83446208306128,129.82860986061866,Strong Benefit,Small,39.16134668717859,35.04453934667011
leader_filters.7_000,142.49881991103757,153.2126597838942,0.0014591217041015,153.2141189055983,0.0009810924530029,0.0003187656402587,2,2,2.0,2.0,0.0,0.9300720979064756,0.9300632404435072,-7.518546384836945,-7.519570338372149,1.0239535352029119e-05,-10.713839872856624,-10.715298994560726,Marginal Loss,Tiny,71.24940995551879,76.6063298919471
protocols.2_000,0.1380006769904866,0.1026142569025978,0.0035271644592285,0.1061414213618263,0.0026161670684814,0.0007305145263671,6,4,6.0,4.0,33.33333333333333,1.3448489630585918,1.3001585546895498,25.642207603320845,23.086303867086528,0.025559037362343183,0.035386420087888795,0.031859255628660293,Strong Benefit,Small,0.0230001128317477,0.0256535642256494
protocols.1_000,0.0804258460411802,0.0621244849171489,0.0041959285736083,0.0663204134907572,0.0031983852386474,0.0008111000061035,6,4,6.0,4.0,33.33333333333333,1.2945917563491842,1.2126861370125326,22.755571778083013,17.538432288546446,0.05217139489536576,0.018301361124031294,0.014105432550423,Strong Benefit,Small,0.01340430767353,0.0155311212292872
brp.5_000,219.2292505480582,221.190864139935,0.0035090446472167,221.19437318458222,0.0026283264160156,0.0007133483886718,4,4,4.0,4.0,0.0,0.9911315795093788,0.9911158561213301,-0.8947773104970764,-0.8963779384417712,1.6006279446945732e-05,-1.9616135918768123,-1.965122636524029,Marginal Loss,Tiny,54.80731263701455,55.29771603498375
mcs.4_000,0.2575164000736549,0.1225977321155369,0.0062325000762939,0.1288302321918308,0.004284381866455,0.0017931461334228,6,3,6.0,3.0,50.0,2.100498888763862,1.9988817507540297,52.39226236446631,49.97202812908897,0.024202342353773505,0.134918667958118,0.1286861678818241,Strong Benefit,Small,0.0429194000122758,0.0408659107051789
bakery.6_000,365.4395314739086,115.218174467911,0.0083601474761962,115.2265346153872,0.0042695999145507,0.0039136409759521,9,3,9.0,3.0,66.66666666666666,3.17171777075574,3.17148764990376,68.47134353439886,68.4690558378701,2.287696528746533e-05,250.22135700599756,250.21299685852136,Strong Benefit,Small,40.60439238598984,38.406058155970335
leader_filters.6_000,1449.4669152050046,1505.8679655020824,0.0014348030090332,1505.8694003050914,0.0009667873382568,0.000309944152832,2,2,2.0,2.0,0.0,0.9625458196939114,0.9625449025734506,-3.8911581703195126,-3.8912571586437017,9.898832418884632e-07,-56.401050297077745,-56.40248510008678,Marginal Loss,Tiny,724.7334576025023,752.9339827510412
fischer.5_000,3668.098938192241,1742.9355292150285,0.0060391426086425,1742.9415683576372,0.0041713714599609,0.0016849040985107,6,3,6.0,3.0,50.0,2.1045522778712615,2.1045449857786496,52.48395535170586,52.48379071212796,1.6463957789586742e-06,1925.1634089772124,1925.1573698346037,Strong Benefit,Small,611.3498230320401,580.9785097383428
public_subscribe.4_000,2021.3885451059325,2021.206441331189,0.0039794445037841,2021.2104207756927,0.003103494644165,0.0007011890411376,6,6,6.0,6.0,0.0,1.0000900965735215,1.0000881275538702,0.009008845686026487,0.008811978808878155,1.9686687714832943e-06,0.1821037747436094,0.1781243302398252,Marginal Benefit,Small,336.8980908509887,336.86774022186484
peterson.6_000,6245.869202051777,2389.80745781702,0.0128300189971923,2389.820287836017,0.006786823272705,0.0058872699737548,8,3,8.0,3.0,62.5,2.613544945481547,2.613530914371563,61.73779212296081,61.73758670689169,2.0541606911937283e-06,3856.0617442347575,3856.0489142157603,Strong Benefit,Small,780.7336502564722,796.6024859390067
adding.4_000,4349.0559700030135,2114.219576487784,33.70548391342163,2147.9250604012054,0.6363751888275146,33.068788051605225,413,168,413.0,168.0,59.32203389830508,2.057050279152092,2.0247708126235393,51.38670113536573,50.61169423396229,0.00775006901403439,2234.8363935152297,2201.130909601808,Strong Benefit,Large,10.530401864414076,12.584640336236806
fischer.1_000,0.0559833250008523,0.0282147661782801,0.0059657096862792,0.0341804758645593,0.0042195320129394,0.00156831741333,6,3,6.0,3.0,50.0,1.9841853250567996,1.6378743591132887,49.60148190938899,38.94525581672948,0.10656226092659514,0.027768558822572197,0.021802849136292997,Strong Benefit,Small,0.0093305541668087,0.0094049220594267
peterson.2_000,2.388876953860745,0.7712251959601417,0.0147593021392822,0.785984498099424,0.0081138610839843,0.0064849853515625,9,3,9.0,3.0,66.66666666666666,3.0975089589580866,3.039343599825758,67.71599329493557,67.09815895585716,0.00617834339078419,1.6176517579006031,1.602892455761321,Strong Benefit,Small,0.2654307726511938,0.2570750653200472
anderson.6_000,835.1959513761103,246.79535560996737,0.0082337856292724,246.80358939559665,0.0043413639068603,0.0037181377410888,9,3,9.0,3.0,66.66666666666666,3.384163973879819,3.384051072439595,70.45060441165512,70.4496185608957,9.858507594183145e-06,588.4005957661429,588.3923619805137,Strong Benefit,Small,92.79955015290116,82.26511853665579
public_subscribe.1_000,2000.037077258108,2000.0385055430236,0.004173994064331,2000.042679537088,0.003218650817871,0.0007686614990234,6,6,6.0,6.0,0.0,0.9999992858712912,0.9999971989202844,-7.141292188327457e-05,-0.00028010875616517046,2.0869583428189313e-06,-0.0014282849156188604,-0.005602278979949915,Marginal Loss,Small,333.33951287635136,333.33975092383724
lamport_nonatomic.2_000,0.2096931778360158,0.1026744950795546,0.0060346126556396,0.10870910773519421,0.0042457580566406,0.0016076564788818,6,3,6.0,3.0,50.0,2.042310290141097,1.928938450555678,51.035843827094794,48.1580140770212,0.028778297500735985,0.10701868275646119,0.10098407010082158,Strong Benefit,Small,0.0349488629726693,0.0342248316931848
peterson.4_000,32.59745865210425,10.095076279947534,0.0141711235046386,10.109247403452173,0.0072739124298095,0.0067253112792968,9,3,9.0,3.0,66.66666666666666,3.2290453036847846,3.224518834208435,69.0310941485131,68.98762105554633,0.0004347309296678506,22.502382372156717,22.488211248652078,Strong Benefit,Small,3.621939850233806,3.365025426649178
at.1_000,0.5588037350680679,0.2829302399186417,0.0034646987915039,0.2863949387101456,0.0024104118347167,0.0008831024169921,6,3,6.0,3.0,50.0,1.9750583579498442,1.9511648410575497,49.36858468131428,48.74856398816665,0.006200206931476335,0.2758734951494262,0.2724087963579223,Strong Benefit,Small,0.0931339558446779,0.0943100799728805
bopdp.3_000,4008.272105711047,4008.564492153004,0.0052688121795654,4008.5697609651834,0.004366397857666,0.0007266998291015,8,8,8.0,8.0,0.0,0.9999270595639589,0.9999257452727817,-0.007294575673646361,-0.007426024139234772,1.3144846558840945e-06,-0.2923864419567508,-0.2976552541363162,Marginal Loss,Small,501.0340132138808,501.0705615191255
public_subscribe.3_000,2021.072972301976,2020.915554888896,0.004166841506958,2020.919721730403,0.0032358169555664,0.0007541179656982,6,6,6.0,6.0,0.0,1.0000778941073016,1.0000758320926484,0.007788804028229358,0.007582634257812211,2.0616977041714736e-06,0.15741741308011115,0.15325057157315314,Marginal Benefit,Small,336.84549538366264,336.8192591481493
at.4_000,168.78606463584583,74.88093412609305,0.0036132335662841,74.88454735965934,0.0023431777954101,0.0011007785797119,6,3,6.0,3.0,50.0,2.2540592823217804,2.253950522331283,55.63559450974351,55.63345379180328,2.1407179402396835e-05,93.90513050975278,93.9015172761865,Strong Benefit,Small,28.131010772640973,24.960311375364352
collision.4_000,16713.032105493126,15669.861164573114,22.07540345191956,15691.936568025034,0.3026909828186035,21.77242350578308,27,25,27.0,25.0,7.4074074074074066,1.0665718049422444,1.0650713526046713,6.241661802212118,6.109576832156541,0.0013208497005557697,1043.170940920012,1021.0955374680925,Marginal Benefit,Medium,619.001189092338,626.7944465829246
phils.2_000,0.0699873089324683,0.0391063829883933,0.0062277317047119,0.0453341146931052,0.0042488574981689,0.0018219947814941,6,3,6.0,3.0,50.0,1.7896645914105735,1.543811088101221,44.12360814426001,35.22523528251572,0.08898372861744296,0.030880925944074995,0.024653194239363095,Strong Benefit,Small,0.0116645514887447,0.0130354609961311
leader_filters.2_000,0.0841861958615481,0.0831812790129333,0.0017547607421875,0.0849360397551208,0.0013158321380615,0.00028657913208,2,2,2.0,2.0,0.0,1.0120810458860408,0.9911716640458564,1.1936836417546122,-0.8906969674765788,0.02084380609231191,0.001004916848614798,-0.000749843893572702,Marginal Loss,Tiny,0.042093097930774,0.0415906395064666
peterson.1_000,0.2706296548712998,0.0839440970448777,0.0148553848266601,0.0987994818715378,0.0082359313964843,0.0064599514007568,9,3,9.0,3.0,66.66666666666666,3.2239271657972255,2.73918091213455,68.98192953584558,63.4927362566668,0.054891932791787744,0.1866855578264221,0.171830172999762,Strong Benefit,Small,0.0300699616523666,0.0279813656816259
iprotocol.3_000,20.341095686890185,14.747016387060285,0.0104327201843261,14.75744910724461,0.0061273574829101,0.0041244029998779,6,3,6.0,3.0,50.0,1.3793363452649585,1.3783612288999523,27.50136662222812,27.4500777420964,0.0005128888013171275,5.5940792998299,5.583646579645574,Strong Benefit,Small,3.3901826144816973,4.915672129020095
bridge.3_000,1888.8057764228436,1601.629150229739,3408.726629018784,5010.355779248523,3.794126749038696,3404.9321599006653,429,345,429.0,345.0,19.58041958041958,1.1793028218498094,0.37698037018563496,15.204137438470793,-165.26580137516817,1.8046993881363895,287.17662619310454,-3121.5500028256793,Strong Loss,Large,4.402810667652315,4.642403333999243
lamport.8_000,1970.2914972708093,936.209935183986,0.0061488151550292,936.216083999141,0.0040879249572753,0.0018768310546875,6,3,6.0,3.0,50.0,2.1045402566504525,2.104526434596713,52.48368393809765,52.48337186167832,3.1207641932913788e-06,1034.0815620868234,1034.0754132716684,Strong Benefit,Small,328.3819162118016,312.06997839466203
lamport_nonatomic.1_000,0.2953625272493809,0.1381526109762489,0.0058932304382324,0.1440458414144813,0.0041468143463134,0.0015656948089599,6,3,6.0,3.0,50.0,2.1379438662955086,2.0504759064824163,53.226087187558605,51.2308339328163,0.01995253254742305,0.157209916273132,0.1513166858348996,Strong Benefit,Small,0.0492270878748968,0.0460508703254163
leader-election.3_000,998.728168929927,775.2532444677781,46863.0143392086,47638.26758367638,15.23035454750061,46847.78362226486,633,409,633.0,409.0,35.3870458135861,1.288260547191347,0.020964829738521998,22.37595087576111,-4669.893256812584,46.92269207688345,223.47492446214892,-46639.539414746454,Strong Loss,Large,1.9280466581658824,1.895484705300191
phils.4_000,9.812293221941218,5.085453981999308,0.0059955120086669,5.091449494007975,0.0042047500610351,0.0016345977783203,6,3,6.0,3.0,50.0,1.9294822559939062,1.92721016549199,48.17262522661114,48.111523179688405,0.0006110204692273532,4.72683923994191,4.720843727933243,Strong Benefit,Small,1.6353822036568697,1.6951513273331027
anderson.1_000,5.340883372933604,1.7035180709790438,0.0081186294555664,1.7116367004346102,0.0042908191680908,0.0036404132843017,9,3,9.0,3.0,66.66666666666666,3.13520793463852,3.120337026880455,68.10418891354021,67.95217980027797,0.0015200911326223277,3.63736530195456,3.6292466724989936,Strong Benefit,Small,0.5934314858815115,0.5678393569930146
cyclic_scheduler.3_000,74862.76412168099,68807.1580325301,4847.566239595413,73654.72427212552,4.051352024078369,4843.514530181885,356,323,356.0,323.0,9.269662921348315,1.0880083738713342,1.0164013898835902,8.088942694272118,1.6136725162751626,0.06475270177996956,6055.606089150882,1208.0398495554691,Marginal Benefit,Large,210.28866326314883,213.02525706665668
elevator2.3_000,2897.5280314597767,2343.2910757469945,1.6143956184387207,2344.905471365433,0.2071244716644287,1.4069502353668213,71,50,71.0,50.0,29.577464788732392,1.2365207470165023,1.2356694403431763,19.127923861138875,19.072207553965644,0.0005571630717323508,554.2369557127822,552.6225600943435,Strong Benefit,Medium,41.39325759228253,46.86582151493989
lann.6_000,4000.0,2000.0,0.0036396980285644,2000.0036396980286,0.002526044845581,0.000931978225708,4,2,4.0,2.0,50.0,2.0,1.999996360308595,50.0,49.999909007549284,9.099245071411e-07,2000.0,1999.9963603019714,Strong Benefit,Tiny,1000.0,1000.0
protocols.4_000,4.5788197660585865,3.6297174039063975,0.0035088062286376,3.633226210135035,0.002596378326416,0.0007314682006835,6,4,6.0,4.0,33.33333333333333,1.2614810621704984,1.2602627805793591,20.728100485360862,20.651469248319227,0.0007663123704163516,0.949102362152189,0.9455935559235513,Strong Benefit,Small,0.7631366276764311,0.9074293509765994
elevator.2_000,0.0545776620274409,0.0540171428583562,0.0035631656646728,0.057580308523029006,0.0026519298553466,0.0007331371307373,4,4,4.0,4.0,0.0,1.01037669042501,0.9478528932440992,1.0270120563297098,-5.50160337406614,0.06528615430395844,0.0005605191690847,-0.003002646495588103,Marginal Loss,Tiny,0.0136444155068602,0.013504285714589
anderson.8_000,4000.0,3000.0,0.0036449432373046,3000.0036449432373,0.0023257732391357,0.0011420249938964,4,3,4.0,3.0,25.0,1.3333333333333333,1.3333317133605294,25.0,24.999908876419067,9.1123580932615e-07,1000.0,999.9963550567627,Strong Benefit,Tiny,1000.0,1000.0
fischer.7_000,5000.0,4000.0,0.0048723220825195,4000.0048723220825,0.0034511089324951,0.0012428760528564,5,4,5.0,4.0,20.0,1.25,1.2499984774012038,20.0,19.99990255355835,9.744644165039e-07,1000.0,999.9951276779175,Strong Benefit,Small,1000.0,1000.0
leader_filters.1_000,0.0291790739865973,0.0267492260318249,0.0018134117126464,0.028562637744471302,0.0013468265533447,0.0002875328063964,2,2,2.0,2.0,0.0,1.090838065814745,1.0215819087733,8.327364863903805,2.1125970015674342,0.06214767862336367,0.002429847954772399,0.0006164362421259978,Marginal Benefit,Tiny,0.0145895369932986,0.0133746130159124
public_subscribe.2_000,2020.529933693004,2020.561112225987,0.0039472579956054,2020.5650594839826,0.0030479431152343,0.0007262229919433,6,6,6.0,6.0,0.0,0.9999845693689766,0.9999826158574733,-0.0015430869131427703,-0.001738444474037248,1.9535756089447474e-06,-0.031178532982949037,-0.035125790978554505,Marginal Loss,Small,336.75498894883395,336.7601853709978
leader_filters.3_000,0.2475951550295576,0.2469882289879024,0.001420259475708,0.2484084884636104,0.0009794235229492,0.0002899169921875,2,2,2.0,2.0,0.0,1.0024573075572962,0.9967258227000082,0.2451283998601398,-0.3284932752241158,0.005736216750842525,0.0006069260416551869,-0.0008133334340528209,Marginal Loss,Tiny,0.1237975775147788,0.1234941144939512
brp.3_000,10.16910191893112,10.217845437931828,0.0034847259521484,10.221330163883977,0.0025806427001953,0.0007290840148925,4,4,4.0,4.0,0.0,0.9952295697466945,0.9948902692589463,-0.47932963391749067,-0.5135974186238389,0.00034267784706347817,-0.04874351900070906,-0.052228244952857494,Marginal Loss,Tiny,2.54227547973278,2.554461359482957
fischer.4_000,29.34230747504625,13.29458409396466,0.0057337284088134,13.300317822373474,0.0039429664611816,0.0015962123870849,6,3,6.0,3.0,50.0,2.20708728213369,2.206135813212473,54.69141578156097,54.67187495842124,0.00019540823139726037,16.04772338108159,16.041989652672775,Strong Benefit,Small,4.890384579174376,4.431528031321553
iprotocol.7_000,1613.3921424670843,1187.7288416258525,0.0098633766174316,1187.73870500247,0.0055751800537109,0.0040972232818603,6,3,6.0,3.0,50.0,1.3583842421966885,1.3583729617228641,26.383127178885218,26.382515834850633,6.113440345847494e-06,425.66330084123183,425.6534374646144,Strong Benefit,Small,268.8986904111807,395.90961387528415
lamport.1_000,0.3605495850788429,0.1670078730676323,0.0059878826141357,0.17299575568176798,0.0042104721069335,0.001603364944458,6,3,6.0,3.0,50.0,2.1588777729827924,2.084152779690659,53.67963798069218,52.01887262082461,0.01660765359867577,0.1935417120112106,0.1875538293970749,Strong Benefit,Small,0.0600915975131404,0.0556692910225441
elevator.1_000,0.1366409990005195,0.1336004411568865,0.0036263465881347,0.1372267877450212,0.0026934146881103,0.0007641315460205,4,4,4.0,4.0,0.0,1.0227585913437403,0.9957312361957334,2.225216344928389,-0.42870642690448046,0.02653922771832862,0.003040557843632996,-0.000585788744501714,Marginal Loss,Tiny,0.0341602497501298,0.0334001102892216
iprotocol.6_000,1053.5221083799845,773.1473034779774,0.0098702907562255,773.1571737687336,0.00559663772583,0.0040876865386962,6,3,6.0,3.0,50.0,1.3626408624084316,1.3626234666421313,26.61309171130194,26.612154826287593,9.368850143451837e-06,280.3748049020071,280.3649346112509,Strong Benefit,Small,175.5870180633307,257.7157678259925
szymanski.5_000,1911.7977614091944,1657.0849217918003,0.0031402111053466,1657.0880620029056,0.0020725727081298,0.0008990764617919,5,4,5.0,4.0,20.0,1.1537113978093374,1.1537092115058893,13.32321047544507,13.323046221088845,1.6425435622604436e-06,254.71283961739414,254.7096994062888,Strong Benefit,Small,382.3595522818388,414.2712304479501
rether.3_000,4.585023583145812,4.023542250040919,0.0099496841430664,4.033491934183985,0.0059084892272949,0.0038607120513916,10,8,10.0,8.0,20.0,1.1395490088613294,1.1367380071564237,12.245985716820629,12.028981726271034,0.002170039905495941,0.5614813331048936,0.5515316489618272,Strong Benefit,Small,0.4585023583145812,0.5029427812551148
