,formula,time,result
0,"!(![]((""Person_0==in_elevator"") -> <>(""Person_0==out"")))",848.3954346879618,True
1,"!(![]((""Person_0==waiting"") -> <>(""Person_0==in_elevator"")))",1000.0,
2,"!([]((""Person_0==waiting"") -> <>(""Person_0==in_elevator"")))",726.2365971029503,False
3,"!([]((""Person_0==in_elevator"") -> <>(""Person_0==out"")))",713.3485755450092,False
