,formula,time,result
0,"!(<>((""P_0==elected"") || (""P_1==elected"") || (""P_2==elected"") || (""P_3==elected"") || (""P_4==elected"") || (""P_5==elected"")))",74.37502737401519,False
1,"!(!<>((""P_0==elected"") || (""P_1==elected"") || (""P_2==elected"") || (""P_3==elected"") || (""P_4==elected"") || (""P_5==elected"")))",68.12379253702238,True
