,formula,time,result
0,"!([]((""P_0==q1"") -> <>(""P_0==CS"")))",0.17683296906761825,False
1,"!(![]((""P_0==q1"") -> <>(""P_0==CS"")))",0.2726979230064899,False
2,"!([](!(""P_0==CS"") -> <>(""P_0==CS"")))",0.14238258101977408,False
3,"!(![]<>((""P_0==CS"") || (""P_1==CS"") || (""P_2==CS"")))",0.31778771395329386,False
4,"!([]<>((""P_0==CS"") || (""P_1==CS"") || (""P_2==CS"")))",0.15071347006596625,False
5,"!(![](!(""P_0==CS"") -> <>(""P_0==CS"")))",0.3294133440358564,False
