,formula,time,result
0,"!(<>((""P_0==elected"") || (""P_1==elected"") || (""P_2==elected"") || (""P_3==elected"")))",0.12667050503659993,False
1,"!(!<>((""P_0==elected"") || (""P_1==elected"") || (""P_2==elected"") || (""P_3==elected"")))",0.12092464999295771,True
