,formula,time,result
0,"!([]((""P_0==p3"") -> <>(""P_0==CS"")))",97.54429870704189,False
1,"!(![]((""P_0==p3"") -> <>(""P_0==CS"")))",186.91787969099823,False
2,"!([](!(""P_0==CS"") -> <>(""P_0==CS"")))",93.7599308299832,False
3,"!(![]<>((""P_0==CS"") || (""P_1==CS"") || (""P_2==CS"") || (""P_3==CS"")))",210.17683958890848,False
4,"!([]<>((""P_0==CS"") || (""P_1==CS"") || (""P_2==CS"") || (""P_3==CS"")))",96.12376156297978,False
5,"!(![](!(""P_0==CS"") -> <>(""P_0==CS"")))",208.2134501490509,False
6,"!([]<>((""P_0==CS"") || (""P_1==CS"") || (""P_2==CS"") || (""P_3==CS"") || (""P_4==CS"")))",97.16230344900396,False
7,"!(![]<>((""P_0==CS"") || (""P_1==CS"") || (""P_2==CS"") || (""P_3==CS"") || (""P_4==CS"")))",207.0245879769791,False
