,formula,time,result
0,"!(![](!(""P_0==CS"") -> <>(""P_0==CS"")))",1.4436796850059181,False
1,"!([](!(""P_0==CS"") -> <>(""P_0==CS"")))",0.607502446975559,False
2,"!([](((""P_0==p2"") || (""P_0==p3"") || (""P_0==p4"") || (""P_0==p5"") || (""P_0==p6"")) -> <>(""P_0==CS"")))",0.8213719610357657,False
3,"!([]<>((""P_0==CS"") || (""P_1==CS"") || (""P_2==CS"") || (""P_3==CS"") || (""P_4==CS"")))",0.6459631699835882,False
4,"!(![]<>((""P_0==CS"") || (""P_1==CS"") || (""P_2==CS"") || (""P_3==CS"") || (""P_4==CS"")))",1.4862208229023963,False
5,"!(![](((""P_0==p2"") || (""P_0==p3"") || (""P_0==p4"") || (""P_0==p5"") || (""P_0==p6"")) -> <>(""P_0==CS"")))",1.3165337520185858,False
