,formula,time,result
0,"!(![](!(""P_0==CS"") -> <>(""P_0==CS"")))",52.114205079036765,False
1,"!([]<>((""P_0==CS"") || (""P_1==CS"") || (""P_2==CS"") || (""P_3==CS"") || (""P_4==CS"") || (""P_5==CS"") || (""P_6==CS"") || (""P_7==CS"")))",25.403569638961926,False
2,"!([]((""P_0==try"") -> <>(""P_0==CS"")))",27.615843322011642,False
