,formula,time,result
0,"!([]<>((""P_0==CS"") || (""P_1==CS"") || (""P_2==CS"") || (""P_3==CS"")))",2.275399431004189,False
1,"!(![](!(""P_0==CS"") -> <>(""P_0==CS"")))",4.722802842967212,False
2,"!([]((""P_0==q1"") -> <>(""P_0==CS"")))",2.696878070011735,False
