,formula,time,result
0,"!([](((""P_0==q2"") || (""P_0==q3"") || (""P_0==wait"")) -> <>(""P_0==CS"")))",777.3878773009637,False
1,"!([]<>((""P_0==CS"") || (""P_1==CS"") || (""P_2==CS"") || (""P_3==CS"")))",612.4195805160562,False
2,"!(![](!(""P_0==CS"") -> <>(""P_0==CS"")))",1000.0,
