,formula,time,result
0,"!(<>((""P_0==elected"") || (""P_1==elected"") || (""P_2==elected"") || (""P_3==elected"") || (""P_4==elected"") || (""P_5==elected"")))",74.83607573900372,False
1,"!(!<>((""P_0==elected"") || (""P_1==elected"") || (""P_2==elected"") || (""P_3==elected"") || (""P_4==elected"") || (""P_5==elected"")))",69.1194589769002,True
