total_formulas,total_classes,single_formula_classes,multi_formula_classes,equivalence_class_time,containment_analysis_time,total_time,original_formula_count,optimized_formula_count,reduction_percentage
9,1,0,1,0.004503488540649414,0.006239891052246094,0.010755777359008789,9,3,66.66666666666666
