Benchmark,Num Properties_baseline,Total Elapsed Time (seconds)_baseline,Average Elapsed Time (seconds)_baseline,Timeouts_baseline,Num Properties_optimized,Total Elapsed Time (seconds)_optimized,Average Elapsed Time (seconds)_optimized,Timeouts_optimized,Total_Time,Reduction_Percentage,Verification_Savings_Seconds,Verification_Savings_Percentage,Overhead_Percentage,Total_Optimized_Time,NEG
public_subscribe.4_000,6,2021.3885451059325,336.8980908509887,2,6,2021.206441331189,336.86774022186484,2,0.0039794445037841,0.0,0.1821037747436094,0.009008845686026487,0.00019686687714832944,2021.2104207756927,1.0000881275538702
public_subscribe.5_000,5,5000.0,1000.0,5,5,5000.0,1000.0,5,0.003587007522583,0.0,0.0,0.0,7.174015045165999e-05,5000.003587007523,0.9999992825990102
rether.1_000,10,0.1490766589995473,0.0149076658999547,0,8,0.1284755149390548,0.0160594393673818,0,0.0099120140075683,20.0,0.020601144060492516,13.81916136217882,6.648937582910548,0.1383875289466231,1.0772405586998166
rether.2_000,10,0.1952730297343805,0.019527302973438,0,8,0.1580907950410619,0.0197613493801327,0,0.0102388858795166,20.0,0.03718223469331858,19.041152146763736,5.243369191047023,0.1683296809205785,1.160062970870327
rether.3_000,10,4.585023583145812,0.4585023583145812,0,8,4.023542250040919,0.5029427812551148,0,0.0099496841430664,20.0,0.5614813331048936,12.245985716820629,0.21700399054959413,4.033491934183985,1.1367380071564237
rether.4_000,10,23.69631195499096,2.369631195499096,0,8,20.72262221481651,2.590327776852064,0,0.0098259449005126,20.0,2.97368974017445,12.549166916027731,0.041466135823904196,20.732448159717023,1.14295773332899
rether.5_000,10,68.22377307305578,6.822377307305578,0,8,59.84256002900656,7.48032000362582,0,0.0100898742675781,20.0,8.381213044049218,12.28488643551625,0.014789381784519016,59.85264990327414,1.1398621979696795
rether.6_000,10,144.66303450521082,14.466303450521082,0,8,126.28563637600746,15.785704547000933,0,0.0097649097442626,20.0,18.377398129203357,12.703589546603485,0.006750107086901226,126.29540128575172,1.1454339036296428
rether.7_000,10,108.6873801141046,10.86873801141046,0,8,95.13294053310528,11.89161756663816,0,0.0099179744720458,20.0,13.554439580999315,12.471033496961,0.009125230971280651,95.14285850757733,1.1423598346632455
szymanski.1_000,5,0.2002488620346412,0.0400497724069282,0,4,0.177843876183033,0.0444609690457582,0,0.0030279159545898,20.0,0.022404985851608217,11.188570873242895,1.5120764851417725,0.18087179213762278,1.107131519337602
szymanski.2_000,5,0.3138288600603118,0.0627657720120623,0,4,0.2709236498922109,0.0677309124730527,0,0.0029494762420654,20.0,0.042905210168100893,13.6715310885861,0.9398358842773633,0.2738731261342763,1.1458914004817171
szymanski.3_000,5,17.25912367401179,3.451824734802358,0,4,15.055683687096462,3.7639209217741154,0,0.0029506683349609,20.0,2.2034399869153276,12.76681266403574,0.01709628131006395,15.058634355431423,1.1461280795218116
szymanski.4_000,5,38.37411025818437,7.674822051636875,0,4,33.46578880620655,8.366447201551637,0,0.0029242038726806,20.0,4.908321451977827,12.79071076555055,0.00762025191725958,33.46871301007923,1.1465666530597656
szymanski.5_000,5,1911.7977614091944,382.3595522818388,0,4,1657.0849217918003,414.2712304479501,0,0.0031402111053466,20.0,254.71283961739414,13.32321047544507,0.00016425435622604437,1657.0880620029056,1.1537092115058893
