Benchmark,Num Properties_baseline,Total Elapsed Time (seconds)_baseline,Average Elapsed Time (seconds)_baseline,Timeouts_baseline,Num Properties_optimized,Total Elapsed Time (seconds)_optimized,Average Elapsed Time (seconds)_optimized,Timeouts_optimized,Total_Time,Reduction_Percentage,Verification_Savings_Seconds,Verification_Savings_Percentage,Overhead_Percentage,Total_Optimized_Time,NEG
bopdp.2_000,8,4000.185921415105,500.02324017688807,4,8,4000.176730377949,500.0220912972436,4,0.0053179264068603,0.0,0.009191037156142556,0.0002297652493334894,0.00013294198098119978,4000.1820483043557,1.000000968233621
bopdp.3_000,8,4008.272105711047,501.0340132138808,4,8,4008.564492153004,501.0705615191255,4,0.0052688121795654,0.0,-0.2923864419567508,-0.007294575673646361,0.00013144846558840945,4008.5697609651834,0.9999257452727817
bridge.3_000,429,1888.8057764228436,4.402810667652315,0,345,1601.629150229739,4.642403333999243,0,3408.726629018784,19.58041958041958,287.17662619310454,15.204137438470793,180.46993881363895,5010.355779248523,0.37698037018563496
brp.1_000,4,0.1418901408324018,0.0354725352081004,0,4,0.142341038910672,0.035585259727668,0,0.0035841464996337,0.0,-0.000450898078270201,-0.3177797101511049,2.5260010869023186,0.14592518541030572,0.9723485389683875
brp.2_000,4,0.2086235089227557,0.0521558772306889,0,4,0.2100876291515305,0.0525219072878826,0,0.0036063194274902,0.0,-0.0014641202287748178,-0.7018002124184953,1.7286256213941187,0.21369394857902071,0.9762724228272189
brp.3_000,4,10.16910191893112,2.54227547973278,0,4,10.217845437931828,2.554461359482957,0,0.0034847259521484,0.0,-0.04874351900070906,-0.47932963391749067,0.034267784706347816,10.221330163883977,0.9948902692589463
brp.4_000,60,3218.288969813613,53.638149496893554,0,54,3050.8142324751243,56.49655986065045,0,21.18956661224365,10.0,167.47473733848892,5.203843996276947,0.658410938576185,3072.003799087368,1.0476188117897849
brp.4_001,4,143.6892333049327,35.92230832623318,0,4,146.24458885996137,36.56114721499034,0,0.0035245418548583,0.0,-2.5553555550286546,-1.778390416772397,0.0024528921017893035,146.24811340181623,0.9825031582468828
brp.5_000,4,219.2292505480582,54.80731263701455,0,4,221.190864139935,55.29771603498375,0,0.0035090446472167,0.0,-1.9616135918768123,-0.8947773104970764,0.0016006279446945733,221.19437318458222,0.9911158561213301
brp.6_000,4,575.9723715911387,143.99309289778466,0,4,576.371606515022,144.0929016287555,0,0.0034296512603759,0.0,-0.39923492388334125,-0.06931494348946711,0.0005954541275827865,576.3750361662824,0.9993013844287532
collision.4_000,27,16713.032105493126,619.001189092338,15,25,15669.861164573114,626.7944465829246,14,22.07540345191956,7.4074074074074066,1043.170940920012,6.241661802212118,0.13208497005557696,15691.936568025034,1.0650713526046713
cyclic_scheduler.3_000,356,74862.76412168099,210.28866326314883,74,323,68807.1580325301,213.02525706665668,68,4847.566239595413,9.269662921348315,6055.606089150882,8.088942694272118,6.475270177996956,73654.72427212552,1.0164013898835902
driving_phils.1_000,4,0.1153781048487871,0.0288445262121967,0,2,0.0484653980238363,0.0242326990119181,0,0.0031824111938476,50.0,0.0669127068249508,57.99428488849392,2.7582453343452147,0.0516478092176839,2.2339399598247107
driving_phils.2_000,4,0.2635029420489445,0.0658757355122361,0,2,0.1053636190481484,0.0526818095240742,0,0.003141164779663,50.0,0.15813932300079608,60.01425326455081,1.19207958561599,0.1085047838278114,2.4284914706350924
driving_phils.3_000,2,2000.0,1000.0,2,2,2000.0,1000.0,2,0.0018403530120849,0.0,0.0,0.0,9.2017650604245e-05,2000.001840353012,0.9999990798243407
driving_phils.4_000,4,4000.0,1000.0,4,2,2000.0,1000.0,2,0.0030906200408935,50.0,2000.0,50.0,7.72655010223375e-05,2000.003090620041,1.999996909384735
driving_phils.5_000,2,2000.0,1000.0,2,2,2000.0,1000.0,2,0.0018260478973388,0.0,0.0,0.0,9.130239486694e-05,2000.0018260478973,0.9999990869768849
elevator.1_000,4,0.1366409990005195,0.0341602497501298,0,4,0.1336004411568865,0.0334001102892216,0,0.0036263465881347,0.0,0.003040557843632996,2.225216344928389,2.653922771832862,0.1372267877450212,0.9957312361957334
elevator.2_000,4,0.0545776620274409,0.0136444155068602,0,4,0.0540171428583562,0.013504285714589,0,0.0035631656646728,0.0,0.0005605191690847,1.0270120563297098,6.528615430395844,0.057580308523029006,0.9478528932440992
elevator.3_000,4,3.671129244030453,0.9177823110076132,0,4,3.666188013856299,0.9165470034640748,0,0.0035262107849121,0.0,0.004941230174153599,0.13459700941306904,0.09605248277886153,3.6697142246412113,1.0003855938916824
elevator.4_000,521,2612.329693279229,5.896906756837989,0,271,1647.422082432662,6.07904827465927,0,11622.359471082687,47.98464491362764,964.9076108465672,36.93667048722817,444.9040066031354,13269.78155351535,0.19686305179509053
elevator.4_001,4,9.298981191124769,2.324745297781192,0,4,9.358561940840444,2.339640485210112,0,0.0038175582885742,0.0,-0.05958074971567484,-0.6407234135771833,0.041053511240756076,9.362379499129018,0.9932283979718888
elevator.5_000,4,3287.9806073359214,821.9951518339803,1,4,3297.6238893660484,824.4059723415121,1,0.0036461353302001,0.0,-9.643282030127011,-0.293288896187878,0.00011089284778824692,3297.6275355013786,0.9970745852702887
elevator2.1_000,11,0.1157977731199935,0.0128664192355548,0,5,0.0694516968214884,0.0138903393642976,0,0.0220727920532226,54.54545454545454,0.046346076298505096,40.02328805622174,19.061499594081177,0.091524488874711,1.2652108145450611
elevator2.2_000,11,6.924923613085412,0.7694359570094902,0,5,3.5613184380345047,0.712263687606901,0,0.0217516422271728,54.54545454545454,3.3636051750509077,48.572451668564284,0.3141066016391958,3.5830700802616775,1.9326788083864868
elevator2.3_000,71,2897.5280314597767,41.39325759228253,0,50,2343.2910757469945,46.86582151493989,0,1.6143956184387207,29.577464788732392,554.2369557127822,19.127923861138875,0.05571630717323508,2344.905471365433,1.2356694403431763
elevator2.3_001,11,391.6419671898475,43.51577413220528,0,6,257.16594872204587,42.86099145367431,0,0.0208477973937988,45.45454545454545,134.47601846780162,34.336467930826906,0.0053231775806326905,257.18679651943967,1.5227918870253705
exit.3_000,306,4476.317056597443,14.62848711306354,0,219,3681.714342555497,16.811481016235145,0,224.41583061218265,28.431372549019606,794.6027140419465,17.751260779680855,5.01340337993767,3906.1301731676795,1.1459723199566005
extinction.1_000,1,0.0236410590587183,0.0236410590587183,0,1,0.0230239479569718,0.0230239479569718,0,0.0007491111755371,0.0,0.0006171111017465002,2.6103361114819568,3.1686870443346082,0.0237730591325089,0.9944474931452935
extinction.2_000,2,0.0519712909590452,0.0259856454795226,0,2,0.0519780620234087,0.0259890310117043,0,0.0010232925415039,0.0,-6.7710643634963374e-06,-0.013028470600878706,1.9689573274411878,0.053001354564912596,0.9805653343329963
extinction.3_000,2,3.9273417940130457,1.9636708970065229,0,2,3.9334403870161614,1.9667201935080807,0,0.001239538192749,0.0,-0.00609859300311566,-0.15528551684532607,0.031561760034193816,3.9346799252089104,0.9981350119106639
extinction.4_000,2,10.58449578692671,5.292247893463355,0,2,10.60537619900424,5.30268809950212,0,0.0012116432189941,0.0,-0.02088041207753122,-0.19727356406831742,0.011447339990353099,10.606587842223234,0.9979171383271273
fischer.1_000,6,0.0559833250008523,0.0093305541668087,0,3,0.0282147661782801,0.0094049220594267,0,0.0059657096862792,50.0,0.027768558822572197,49.60148190938899,10.656226092659514,0.0341804758645593,1.6378743591132887
fischer.2_000,6,0.2871447409270331,0.0478574568211721,0,3,0.1391989000840112,0.046399633361337,0,0.0060148239135742,50.0,0.14794584084302193,51.52308914500255,2.0947010536064936,0.1452137239975854,1.9773939612746778
fischer.3_000,6,74.96550489810761,12.494250816351268,0,3,35.73093548906036,11.910311829686783,0,0.0058882236480712,50.0,39.23456940904725,52.33683073618259,0.0078545774567575,35.73682371270843,2.0977103477567596
fischer.4_000,6,29.34230747504625,4.890384579174376,0,3,13.29458409396466,4.431528031321553,0,0.0057337284088134,50.0,16.04772338108159,54.69141578156097,0.01954082313972604,13.300317822373474,2.206135813212473
fischer.5_000,6,3668.098938192241,611.3498230320401,0,3,1742.9355292150285,580.9785097383428,0,0.0060391426086425,50.0,1925.1634089772124,52.48395535170586,0.00016463957789586742,1742.9415683576372,2.1045449857786496
fischer.6_000,6,234.9680801230716,39.16134668717859,0,3,105.13361804001032,35.04453934667011,0,0.0058522224426269,50.0,129.83446208306128,55.2562126800613,0.0024906457249689504,105.13947026245295,2.23482275054778
fischer.7_000,5,5000.0,1000.0,5,4,4000.0,1000.0,4,0.0048723220825195,20.0,1000.0,20.0,9.744644165039e-05,4000.0048723220825,1.2499984774012038
iprotocol.1_000,6,0.2057634410448372,0.0342939068408062,0,3,0.1472439779900014,0.0490813259966671,0,0.01080322265625,50.0,0.058519463054835796,28.44016544323052,5.250312009457455,0.1580472006462514,1.3019113290426858
iprotocol.2_000,6,0.4486993978498503,0.074783232974975,0,3,0.3297044381033629,0.1099014793677876,0,0.0104248523712158,50.0,0.11899495974648738,26.51997313049817,2.3233488658935757,0.34012929047457874,1.319202463344997
iprotocol.3_000,6,20.341095686890185,3.3901826144816973,0,3,14.747016387060285,4.915672129020095,0,0.0104327201843261,50.0,5.5940792998299,27.50136662222812,0.051288880131712754,14.75744910724461,1.3783612288999523
iprotocol.4_000,6,71.75136365694925,11.958560609491542,0,3,52.44603033014573,17.482010110048577,0,0.0102550983428955,50.0,19.30533332680352,26.905876547663027,0.014292548350615598,52.45628542848863,1.3678315776812822
iprotocol.5_000,6,785.6895081200637,130.94825135334395,0,3,582.9282552730292,194.30941842434308,0,0.0099780559539794,50.0,202.76125284703448,25.806791455340385,0.0012699744429391848,582.9382333289832,1.347809190063293
iprotocol.6_000,6,1053.5221083799845,175.5870180633307,0,3,773.1473034779774,257.7157678259925,0,0.0098702907562255,50.0,280.3748049020071,26.61309171130194,0.0009368850143451837,773.1571737687336,1.3626234666421313
iprotocol.7_000,6,1613.3921424670843,268.8986904111807,0,3,1187.7288416258525,395.90961387528415,0,0.0098633766174316,50.0,425.66330084123183,26.383127178885218,0.0006113440345847493,1187.73870500247,1.3583729617228641
lamport.1_000,6,0.3605495850788429,0.0600915975131404,0,3,0.1670078730676323,0.0556692910225441,0,0.0059878826141357,50.0,0.1935417120112106,53.67963798069218,1.660765359867577,0.17299575568176798,2.084152779690659
lamport.2_000,6,1.3898280011489987,0.2316380001914998,0,3,0.6335004750872031,0.2111668250290677,0,0.0061144828796386,50.0,0.7563275260617957,54.41878602507105,0.43994529356032785,0.6396149579668416,2.172913537805426
lamport.3_000,6,0.4367935139453038,0.0727989189908839,0,3,0.2064894118811935,0.0688298039603978,0,0.0060319900512695,50.0,0.2303041020641103,52.726081022565154,1.380970609381539,0.212521401932463,2.055291890480339
lamport.5_000,6,22.26590671390295,3.7109844523171582,0,3,9.695080343983136,3.231693447994379,0,0.0058727264404296,50.0,12.570826369919814,56.45773393126867,0.026375420124987045,9.700953070423566,2.295228783426201
lamport.6_000,6,215.5581292702118,35.926354878368635,0,3,99.39999231987169,33.13333077329056,0,0.0058929920196533,50.0,116.15813695034011,53.88715208449906,0.0027338296354697763,99.40588531189134,2.16846445855682
lamport.7_000,6,1163.6691755399806,193.9448625899968,0,3,528.5722955961246,176.1907651987082,0,0.0061643123626708,50.0,635.096879943856,54.57709916988651,0.0005297306564651725,528.5784599084873,2.2015069924367454
lamport.8_000,6,1970.2914972708093,328.3819162118016,0,3,936.209935183986,312.06997839466203,0,0.0061488151550292,50.0,1034.0815620868234,52.48368393809765,0.00031207641932913787,936.216083999141,2.104526434596713
lamport_nonatomic.1_000,6,0.2953625272493809,0.0492270878748968,0,3,0.1381526109762489,0.0460508703254163,0,0.0058932304382324,50.0,0.157209916273132,53.226087187558605,1.995253254742305,0.1440458414144813,2.0504759064824163
lamport_nonatomic.2_000,6,0.2096931778360158,0.0349488629726693,0,3,0.1026744950795546,0.0342248316931848,0,0.0060346126556396,50.0,0.10701868275646119,51.035843827094794,2.8778297500735985,0.10870910773519421,1.928938450555678
lamport_nonatomic.3_000,6,0.508528791135177,0.0847547985225295,0,3,0.24036934110336,0.08012311370112,0,0.0060031414031982,50.0,0.268159450031817,52.732402708843864,1.1804919422158038,0.2463724825065582,2.0640648905327343
lamport_nonatomic.4_000,6,29.418308209977116,4.903051368329519,0,3,13.365852693095803,4.455284231031935,0,0.0056967735290527,50.0,16.052455516881313,54.566208914206626,0.019364721752152488,13.371549466624856,2.2000672609711147
lamport_nonatomic.5_000,6,3940.83522757201,656.8058712620017,2,3,1819.3825922419785,606.4608640806595,1,0.0061519145965576,50.0,2121.4526353300316,53.832563728808346,0.00015610687180006406,1819.388744156575,2.1660215499458233
lann.1_000,4,4000.0,1000.0,4,2,2000.0,1000.0,2,0.0040266513824462,50.0,2000.0,50.0,0.000100666284561155,2000.0040266513824,1.9999959733567245
lann.2_000,4,4000.0,1000.0,4,2,2000.0,1000.0,2,0.0035521984100341,50.0,2000.0,50.0,8.880496025085249e-05,2000.00355219841,1.999996447807899
lann.3_000,4,4000.0,1000.0,4,2,2000.0,1000.0,2,0.0035607814788818,50.0,2000.0,50.0,8.9019536972045e-05,2000.0035607814789,1.9999964392248606
lann.4_000,4,4000.0,1000.0,4,2,2000.0,1000.0,2,0.0037827491760253,50.0,2000.0,50.0,9.45687294006325e-05,2000.003782749176,1.9999962172579786
lann.5_000,4,4000.0,1000.0,4,2,2000.0,1000.0,2,0.003488540649414,50.0,2000.0,50.0,8.721351623535e-05,2000.0034885406494,1.9999965114654354
lann.6_000,4,4000.0,1000.0,4,2,2000.0,1000.0,2,0.0036396980285644,50.0,2000.0,50.0,9.099245071411001e-05,2000.0036396980286,1.999996360308595
lann.7_000,4,4000.0,1000.0,4,2,2000.0,1000.0,2,0.0039153099060058,50.0,2000.0,50.0,9.788274765014501e-05,2000.003915309906,1.999996084697759
leader-election.3_000,633,998.728168929927,1.9280466581658824,0,409,775.2532444677781,1.895484705300191,0,46863.0143392086,35.3870458135861,223.47492446214892,22.37595087576111,4692.269207688345,47638.26758367638,0.020964829738521998
leader_filters.1_000,2,0.0291790739865973,0.0145895369932986,0,2,0.0267492260318249,0.0133746130159124,0,0.0018134117126464,0.0,0.002429847954772399,8.327364863903805,6.214767862336367,0.028562637744471302,1.0215819087733
leader_filters.2_000,2,0.0841861958615481,0.042093097930774,0,2,0.0831812790129333,0.0415906395064666,0,0.0017547607421875,0.0,0.001004916848614798,1.1936836417546122,2.084380609231191,0.0849360397551208,0.9911716640458564
leader_filters.3_000,2,0.2475951550295576,0.1237975775147788,0,2,0.2469882289879024,0.1234941144939512,0,0.001420259475708,0.0,0.0006069260416551869,0.2451283998601398,0.5736216750842525,0.2484084884636104,0.9967258227000082
leader_filters.4_000,2,0.1389938910724595,0.0694969455362297,0,2,0.1394467031350359,0.0697233515675179,0,0.0014214515686035,0.0,-0.00045281206257641315,-0.32577839146927384,1.0226719733045513,0.1408681547036394,0.9866949089017102
leader_filters.5_000,2,6.643486579996534,3.321743289998267,0,2,6.55782210896723,3.278911054483615,0,0.0015547275543212,0.0,0.08566447102930397,1.2894505015971396,0.02340228335829665,6.559376836521551,1.012822825334058
leader_filters.6_000,2,1449.4669152050046,724.7334576025023,0,2,1505.8679655020824,752.9339827510412,0,0.0014348030090332,0.0,-56.401050297077745,-3.8911581703195126,9.898832418884631e-05,1505.8694003050914,0.9625449025734506
leader_filters.7_000,2,142.49881991103757,71.24940995551879,0,2,143.95553471590392,71.97776735795196,0,0.0014591217041015,0.0,-1.4567148048663512,-1.0222644691203635,0.001023953535202912,143.95699383760802,0.9898707670416114
mcs.1_000,6,0.1390686290105804,0.0231781048350967,0,3,0.0670352939050644,0.0223450979683548,0,0.0066463947296142,50.0,0.072033335105516,51.79696932227302,4.779219279646842,0.0736816886346786,1.8874245635180402
mcs.2_000,6,0.0713164439657703,0.011886073994295,0,3,0.0338037088513374,0.0112679029504458,0,0.0062313079833984,50.0,0.037512735114432906,52.60040045243684,8.737547242805931,0.0400350168347358,1.7813516667212597
mcs.3_000,6,11.908218843047509,1.9847031405079176,0,3,5.866181804100052,1.955393934700017,0,0.0063230991363525,50.0,6.0420370389474565,50.73837757419983,0.053098613820354634,5.872504903236405,2.0277920647600913
mcs.4_000,6,0.2575164000736549,0.0429194000122758,0,3,0.1225977321155369,0.0408659107051789,0,0.0062325000762939,50.0,0.134918667958118,52.39226236446631,2.4202342353773507,0.1288302321918308,1.9988817507540297
mcs.5_000,6,2188.7222984366817,364.78704973944696,0,3,1054.8391816568328,351.6130605522776,0,0.0065414905548095,50.0,1133.883116779849,51.80570954980159,0.0002988725686891311,1054.8457231473876,2.074921716425127
mcs.6_000,6,6.321271837921813,1.0535453063203022,0,3,2.9030079368967563,0.9676693122989188,0,0.0066463947296142,50.0,3.418263901025057,54.07557195244507,0.10514331451056966,2.9096543316263705,2.1725164289149412
peterson.1_000,9,0.2706296548712998,0.0300699616523666,0,3,0.0839440970448777,0.0279813656816259,0,0.0148553848266601,66.66666666666666,0.1866855578264221,68.98192953584558,5.4891932791787745,0.0987994818715378,2.73918091213455
peterson.2_000,9,2.388876953860745,0.2654307726511938,0,3,0.7712251959601417,0.2570750653200472,0,0.0147593021392822,66.66666666666666,1.6176517579006031,67.71599329493557,0.617834339078419,0.785984498099424,3.039343599825758
peterson.3_000,9,3.4372492220718414,0.3819165802302046,0,3,1.113292018068023,0.3710973393560077,0,0.0148875713348388,66.66666666666666,2.3239572040038183,67.61096021437243,0.4331245822746931,1.128179589402862,3.0467216871838243
peterson.4_000,9,32.59745865210425,3.621939850233806,0,3,10.095076279947534,3.365025426649178,0,0.0141711235046386,66.66666666666666,22.502382372156717,69.0310941485131,0.04347309296678506,10.109247403452173,3.224518834208435
peterson.5_000,9,6331.959580921917,703.5510645468797,4,3,1938.9152432010744,646.3050810670247,1,0.0141160488128662,66.66666666666666,4393.044337720843,69.37890682304746,0.00022293333734153334,1938.9293592498873,3.265698954278334
peterson.6_000,8,6245.869202051777,780.7336502564722,3,3,2389.80745781702,796.6024859390067,1,0.0128300189971923,62.5,3856.0617442347575,61.73779212296081,0.00020541606911937284,2389.820287836017,2.613530914371563
peterson.7_000,8,5549.553517176071,693.6941896470089,3,3,2034.728573372122,678.2428577907073,1,0.0135979652404785,62.5,3514.8249438039493,63.33527432297819,0.00024502809457359586,2034.7421713373624,2.7273988790081205
phils.1_000,6,0.0861960131442174,0.0143660021907029,0,3,0.0207066922448575,0.0069022307482858,0,0.0059807300567626,50.0,0.06548932089935991,75.9772041773992,6.9385228371943874,0.0266874223016201,3.22983659380939
phils.2_000,6,0.0699873089324683,0.0116645514887447,0,3,0.0391063829883933,0.0130354609961311,0,0.0062277317047119,50.0,0.030880925944074995,44.12360814426001,8.898372861744296,0.0453341146931052,1.543811088101221
phils.3_000,6,0.0663175069494173,0.0110529178249028,0,3,0.0358646741369739,0.0119548913789913,0,0.0058546066284179,50.0,0.030452832812443396,45.91974911793781,8.828146439345822,0.041719280765391796,1.5896129015826883
phils.4_000,6,9.812293221941218,1.6353822036568697,0,3,5.085453981999308,1.6951513273331027,0,0.0059955120086669,50.0,4.72683923994191,48.17262522661114,0.061102046922735326,5.091449494007975,1.92721016549199
phils.5_000,6,14.89201407309156,2.48200234551526,0,3,7.640407023020089,2.546802341006696,0,0.0061006546020507,50.0,7.25160705007147,48.69460245256166,0.04096594706470227,7.6465076776221395,1.9475575911175413
phils.6_000,6,624.5398656721227,104.08997761202043,0,3,331.1341185941128,110.37803953137092,0,0.0066103935241699,50.0,293.4057470780099,46.97950654635152,0.0010584422048151992,331.140728987637,1.8860255202718952
phils.7_000,6,4185.802505868138,697.6337509780229,1,3,2107.261948505882,702.4206495019607,1,0.0064213275909423,50.0,2078.5405573622556,49.65691894083199,0.000153407323492691,2107.268369833473,1.9863642266878996
phils.8_000,6,2176.529321759939,362.75488695998985,0,3,1143.9059965260094,381.3019988420031,0,0.0067360401153564,50.0,1032.6233252339298,47.44357518689212,0.0003094853833583848,1143.9127325661248,1.9027057395168239
protocols.1_000,6,0.0804258460411802,0.01340430767353,0,4,0.0621244849171489,0.0155311212292872,0,0.0041959285736083,33.33333333333333,0.018301361124031294,22.755571778083013,5.217139489536575,0.0663204134907572,1.2126861370125326
protocols.2_000,6,0.1380006769904866,0.0230001128317477,0,4,0.1026142569025978,0.0256535642256494,0,0.0035271644592285,33.33333333333333,0.035386420087888795,25.642207603320845,2.555903736234318,0.1061414213618263,1.3001585546895498
protocols.3_000,6,0.0755882450612261,0.0125980408435376,0,4,0.051100896904245,0.0127752242260612,0,0.003279685974121,33.33333333333333,0.024487348156981108,32.39570932907157,4.338883607450432,0.054380582878366,1.389985929909866
protocols.4_000,6,4.5788197660585865,0.7631366276764311,0,4,3.6297174039063975,0.9074293509765994,0,0.0035088062286376,33.33333333333333,0.949102362152189,20.728100485360862,0.07663123704163516,3.633226210135035,1.2602627805793591
protocols.5_000,6,11.461461262078956,1.910243543679826,0,4,9.056105461902916,2.264026365475729,0,0.0032706260681152,33.33333333333333,2.4053558001760393,20.986467128186582,0.028535855885464576,9.059376087971032,1.2651490732675723
public_subscribe.1_000,6,2000.037077258108,333.33951287635136,2,6,2000.0385055430236,333.33975092383724,2,0.004173994064331,0.0,-0.0014282849156188604,-7.141292188327457e-05,0.00020869583428189314,2000.042679537088,0.9999971989202844
public_subscribe.2_000,6,2020.529933693004,336.75498894883395,2,6,2020.561112225987,336.7601853709978,2,0.0039472579956054,0.0,-0.031178532982949037,-0.0015430869131427703,0.00019535756089447473,2020.5650594839826,0.9999826158574733
public_subscribe.3_000,6,2021.072972301976,336.84549538366264,2,6,2020.915554888896,336.8192591481493,2,0.004166841506958,0.0,0.15741741308011115,0.007788804028229358,0.00020616977041714737,2020.919721730403,1.0000758320926484
